Order ID,Order Item ID,Status ID,Product ID,Price
200119182,278632,2,192259,"169,900"
200119183,278633,1,172019,"100,000"
200119184,278634,1,175418,"1,300,000"
200119185,278635,1,194881,"130,000"
200119186,278636,2,177859,"60,000"
200119186,278637,2,191746,"86,250"
200119186,278638,2,200816,"135,000"
200119187,278639,2,200392,"140,000"
200119187,278640,2,200645,"140,000"
200119188,278641,1,180857,"6,372,000"
200119189,278642,2,200972,"500,000"
200119190,278643,2,199083,"130,000"
200119190,278644,2,200478,"125,000"
200119191,278645,1,183945,"720,000"
200119191,278646,1,186368,"62,500"
200119192,278647,1,186227,"72,500"
200119193,278648,2,190909,"275,000"
200119193,278649,2,187074,"84,000"
200119193,278650,2,186514,"84,000"
200119193,278651,2,184092,"65,000"
200119193,278652,2,196041,"97,500"
200119194,278653,1,200969,"200,000"
200119194,278654,1,184073,"80,000"
200119194,278655,1,177359,"75,000"
200119194,278656,1,195520,"105,000"
200119194,278657,1,199107,"180,000"
200119194,278658,1,199185,"130,000"
200119194,278659,1,174799,"60,000"
200119194,278660,1,174738,"60,000"
200119194,278661,1,174737,"90,000"
200119194,278662,1,175832,"72,500"
200119195,278663,1,194081,"750,000"
200119196,278664,1,177281,"250,000"
200119196,278665,1,182517,"195,000"
200119196,278666,1,186240,"67,500"
200119196,278667,1,188493,"280,000"
200119197,278668,2,181020,"130,000"
200119197,278669,2,195613,"117,000"
200119197,278670,2,196397,"100,000"
200119197,278671,2,201002,"130,000"
200119198,278672,2,184070,"585,000"
200119199,278673,1,180406,"490,000"
200119199,278674,1,173052,"1,050,000"
200119200,278675,1,200040,"750,000"
200119201,278676,2,184638,"225,000"
200119202,278677,1,178465,"560,000"
200119202,278678,1,194077,"290,000"
200119203,278679,1,198854,"145,000"
200119203,278680,1,198955,"155,000"
200119203,278681,1,200939,"135,000"
200119203,278682,1,200997,"120,000"
200119204,278683,1,197492,"200,000"
200119205,278684,1,195422,"162,000"
200119205,278685,1,174641,"245,000"
200119205,278686,1,198824,"325,000"
200119205,278687,1,189077,"200,000"
200119205,278688,1,177764,"60,000"
200119206,278689,2,186300,"60,000"
200119206,278690,3,172219,"140,000"
200119206,278691,2,198100,"259,000"
200119206,278692,2,189876,"130,000"
200119206,278693,3,185825,"115,000"
200119206,278694,2,199864,"157,500"
200119206,278695,2,199443,"235,000"
200119206,278696,2,193380,"90,000"
200119206,278697,3,186995,"290,000"
200119207,278698,2,175418,"1,300,000"
200119208,278699,1,177281,"250,000"
200119208,278700,1,186227,"72,500"
200119208,278701,1,186240,"67,500"
200119208,278702,1,188493,"280,000"
200119209,278703,2,199981,"150,000"
200119210,278704,2,200241,"180,000"
200119210,278705,2,183308,"240,000"
200119210,278706,2,181116,"500,000"
200119211,278707,1,174737,"90,000"
200119211,278708,1,174738,"60,000"
200119211,278709,1,184073,"80,000"
200119211,278710,1,195520,"105,000"
200119211,278711,1,199107,"180,000"
200119211,278712,1,199185,"130,000"
200119212,278713,1,194081,"750,000"
200119213,278714,1,200040,"750,000"
200119214,278715,2,199909,"190,000"
200119214,278716,2,194004,"1,750,000"
200119215,278717,2,172019,"100,000"
200119216,278718,2,198760,"185,000"
200119216,278719,2,200675,"115,000"
200119216,278720,2,171901,"80,000"
200119217,278721,2,189675,"150,000"
200119218,278722,1,186485,"200,000"
200119218,278723,1,186496,"200,000"
200119218,278724,1,186556,"200,000"
200119219,278725,2,199317,"130,000"
200119219,278726,2,199321,"140,000"
200119219,278727,2,199364,"130,000"
200119219,278728,2,199390,"140,000"
200119219,278729,2,199440,"130,000"
200119219,278730,2,199472,"130,000"
200119219,278731,2,199475,"130,000"
200119219,278732,2,199483,"130,000"
200119220,278733,2,200916,"600,000"
200119221,278734,2,200882,"200,000"
200119221,278735,2,200886,"140,000"
200119221,278736,2,200887,"120,000"
200119221,278737,2,200907,"125,000"
200119221,278738,2,200926,"150,000"
200119221,278739,2,200928,"200,000"
200119222,278740,2,199331,"130,000"
200119222,278741,2,199366,"180,000"
200119222,278742,3,199389,"130,000"
200119222,278743,2,199438,"130,000"
200119223,278744,1,201020,"350,000"
200119223,278745,1,201026,"300,000"
200119223,278746,1,201027,"300,000"
200119224,278747,1,201004,"200,000"
200119225,278748,1,201021,"600,000"
200119226,278749,2,201014,"1,300,000"
200119227,278750,1,178465,"560,000"
200119228,278751,1,185369,"130,000"
200119228,278752,1,190454,"136,000"
200119228,278753,1,195945,"192,500"
200119228,278754,1,173433,"120,000"
200119228,278755,1,200906,"100,000"
200119228,278756,1,174641,"245,000"
200119228,278757,1,195422,"162,000"
200119228,278758,1,198824,"325,000"
200119228,278759,1,177764,"60,000"
200119229,278760,2,195569,"162,000"
200119231,278764,1,200765,"130,000"
200119231,278765,1,187761,"1,200,000"
200119232,278766,2,200984,"120,000"
200119233,278767,2,186227,"72,500"
200119233,278768,2,186240,"67,500"
200119234,278769,1,198752,"350,000"
200119235,278770,1,200356,"1,650,000"
200119236,278771,2,192404,"90,000"
200119236,278772,2,175912,"72,500"
200119236,278773,2,170440,"65,000"
200119236,278774,2,197567,"210,000"
200119237,278775,3,198500,"750,000"
200119238,278776,2,171942,"110,000"
200119239,278777,2,199442,"140,000"
200119240,278778,1,174737,"90,000"
200119240,278779,1,174738,"60,000"
200119240,278780,1,174799,"60,000"
200119240,278781,1,175832,"72,500"
200119240,278782,1,184073,"80,000"
200119240,278783,1,195520,"105,000"
200119240,278784,1,199107,"180,000"
200119240,278785,1,199185,"130,000"
200119241,278786,2,200375,"7,560,000"
200119242,278787,1,200040,"750,000"
200119243,278788,1,194081,"750,000"
200119244,278789,2,197860,"145,000"
200119244,278790,2,199355,"130,000"
200119245,278791,2,199198,"300,000"
200119246,278792,1,199179,"400,000"
200119247,278793,2,199229,"250,000"
200119248,278794,3,199192,"250,000"
200119249,278795,2,199213,"160,000"
200119250,278796,1,199212,"150,000"
200119251,278797,2,199211,"160,000"
200119252,278798,2,199273,"200,000"
200119253,278799,1,199190,"135,000"
200119253,278800,1,199241,"145,000"
200119254,278801,1,199240,"130,000"
200119254,278802,1,199215,"120,000"
200119254,278803,1,199176,"125,000"
200119255,278804,1,199228,"155,000"
200119256,278805,1,199231,"140,000"
200119256,278806,1,199244,"130,000"
200119257,278807,1,199262,"130,000"
200119258,278808,1,199183,"130,000"
200119259,278809,1,183425,"75,000"
200119259,278810,1,199214,"120,000"
200119260,278811,2,200939,"135,000"
200119260,278812,2,200997,"120,000"
200119261,278813,1,201297,"150,000"
200119262,278814,2,196232,"145,000"
200119262,278815,2,200439,"2,115,000"
200119263,278816,1,186454,"200,000"
200119263,278817,1,186502,"200,000"
200119264,278818,2,186556,"200,000"
200119264,278819,2,182517,"195,000"
200119265,278820,1,201026,"300,000"
200119266,278821,2,200839,"175,000"
200119267,278822,2,200931,"500,000"
200119268,278823,2,186648,"100,000"
200119269,278824,1,201020,"350,000"
200119269,278825,1,201027,"300,000"
200119270,278826,2,201126,"300,000"
200119271,278827,2,198818,"13,300,000"
200119272,278828,1,201102,"350,000"
200119273,278829,1,180882,"160,000"
200119273,278830,1,167987,"200,000"
200119273,278831,1,189077,"200,000"
200119273,278832,1,200906,"100,000"
200119273,278833,1,174641,"245,000"
200119273,278834,1,195422,"162,000"
200119273,278835,1,192299,"96,000"
200119273,278836,1,177764,"60,000"
200119274,278837,2,191251,"116,000"
200119275,278838,2,189399,"195,000"
200119275,278839,2,198795,"140,000"
200119276,278840,2,188493,"280,000"
200119277,278841,2,191368,"175,000"
200119277,278842,2,194577,"125,000"
200119278,278843,1,187337,"540,000"
200119279,278844,2,200040,"750,000"
200119280,278845,2,199190,"135,000"
200119280,278846,2,199241,"145,000"
200119281,278847,1,199176,"125,000"
200119282,278848,1,149788,"140,000"
200119282,278849,1,199359,"130,000"
200119283,278850,1,186485,"200,000"
200119283,278851,1,199179,"400,000"
200119283,278852,1,199231,"140,000"
200119284,278853,1,174737,"90,000"
200119284,278854,1,174738,"60,000"
200119284,278855,1,175832,"72,500"
200119284,278856,1,195520,"105,000"
200119284,278857,1,199107,"180,000"
200119284,278858,1,199185,"130,000"
200119285,278859,2,200947,"135,000"
200119286,278860,2,194727,"170,000"
200119286,278861,2,199061,"180,000"
200119287,278862,2,197516,"200,000"
200119287,278863,2,199270,"270,000"
200119288,278864,2,193295,"150,000"
200119289,278865,2,201021,"600,000"
200119290,278866,2,200484,"100,000"
200119291,278867,1,194936,"155,000"
200119292,278868,1,192542,"104,000"
200119292,278869,1,196108,"90,000"
200119292,278870,1,189709,"160,000"
200119293,278871,1,201026,"300,000"
200119294,278872,2,201302,"120,000"
200119295,278873,1,186489,"200,000"
200119295,278874,1,186446,"200,000"
200119296,278875,2,173091,"75,000"
200119297,278876,2,187683,"750,000"
200119297,278877,2,192171,"65,000"
200119297,278878,2,192299,"96,000"
200119297,278879,2,177764,"60,000"
200119298,278880,1,199556,"117,000"
200119298,278881,1,189069,"220,000"
200119298,278882,1,199289,"175,000"
200119298,278883,1,180878,"160,000"
200119298,278884,1,189077,"200,000"
200119298,278885,1,174641,"245,000"
200119298,278886,1,195422,"162,000"
200119300,278890,1,188247,"155,000"
200119301,278891,2,192542,"104,000"
200119301,278892,2,189709,"160,000"
200119301,278893,2,196108,"90,000"
200119302,278894,2,179040,"250,000"
200119303,278895,1,199107,"180,000"
200119303,278896,1,199185,"130,000"
200119303,278897,1,184073,"80,000"
200119303,278898,1,174737,"90,000"
200119303,278899,1,174738,"60,000"
200119304,278900,1,199176,"125,000"
200119305,278901,2,187761,"1,200,000"
200119305,278902,2,200765,"130,000"
200119306,278903,1,182158,"175,000"
200119306,278904,1,184824,"135,000"
200119306,278905,1,185410,"138,750"
200119306,278906,1,185472,"125,000"
200119306,278907,1,187284,"80,000"
200119306,278908,1,187402,"175,000"
200119306,278909,1,187531,"150,000"
200119306,278910,1,187537,"145,000"
200119306,278911,1,187833,"120,000"
200119306,278912,1,190928,"250,000"
200119306,278913,1,192344,"135,000"
200119306,278914,1,195086,"126,000"
200119306,278915,1,196334,"130,000"
200119306,278916,1,197886,"117,000"
200119306,278917,1,198024,"200,000"
200119306,278918,1,198254,"90,000"
200119306,278919,1,198370,"700,000"
200119306,278920,1,198584,"275,000"
200119306,278921,1,198636,"150,000"
200119306,278922,1,198749,"165,000"
200119306,278923,1,199174,"100,000"
200119306,278924,1,199925,"185,000"
200119306,278925,1,200154,"135,000"
200119306,278926,1,200210,"550,000"
200119306,278927,1,200234,"185,000"
200119306,278928,1,200908,"100,000"
200119306,278929,1,200915,"150,000"
200119306,278930,1,200932,"100,000"
200119306,278931,1,200982,"100,000"
200119306,278932,1,200989,"135,000"
200119307,278933,1,201020,"350,000"
200119307,278934,1,201027,"300,000"
200119308,278935,1,180929,"60,000"
200119308,278936,1,201301,"379,000"
200119308,278937,1,188318,"585,000"
200119309,278938,1,184733,"145,000"
200119309,278939,1,182164,"130,000"
200119309,278940,1,172276,"185,000"
200119309,278941,1,187233,"98,000"
200119309,278942,1,177608,"185,000"
200119309,278943,1,188774,"350,000"
200119309,278944,1,198022,"250,000"
200119309,278945,1,199126,"130,000"
200119311,278947,2,200053,"350,000"
200119312,278948,2,185200,"175,000"
200119312,278949,2,194146,"225,000"
200119312,278950,2,185089,"90,000"
200119314,278952,2,199407,"140,000"
200119315,278953,2,187628,"130,000"
200119316,278954,2,180094,"200,000"
200119316,278955,2,200800,"145,000"
200119317,278956,2,201288,"225,000"
200119318,278957,2,198619,"150,000"
200119319,278958,2,193446,"140,000"
200119320,278959,2,195214,"700,000"
200119321,278960,1,174641,"245,000"
200119321,278961,1,189077,"200,000"
200119321,278962,1,195422,"162,000"
200119322,278963,2,189802,"87,500"
200119322,278964,2,191505,"96,000"
200119322,278965,2,192624,"130,000"
200119322,278966,2,194370,"200,000"
200119322,278967,2,196489,"90,000"
200119322,278968,2,196525,"117,000"
200119322,278969,2,198911,"130,000"
200119322,278970,2,200189,"100,000"
200119322,278971,2,200952,"120,000"
200119323,278972,3,200443,"75,000"
200119323,278973,3,194369,"117,000"
200119325,278978,2,183441,"120,000"
200119325,278979,2,195239,"200,000"
200119326,278980,1,199176,"125,000"
200119327,278981,2,201001,"120,000"
200119328,278982,1,201301,"379,000"
200119329,278983,2,186469,"72,500"
200119329,278984,2,187746,"84,000"
200119330,278985,1,174737,"90,000"
200119330,278986,1,174738,"60,000"
200119330,278987,1,195520,"105,000"
200119330,278988,1,196334,"130,000"
200119330,278989,1,199107,"180,000"
200119330,278990,1,199185,"130,000"
200119332,278993,1,201026,"300,000"
200119333,278994,2,186502,"200,000"
200119333,278995,2,201237,"400,000"
200119334,278996,1,201278,"600,000"
200119335,278997,2,201231,"200,000"
200119335,278998,2,201233,"135,000"
200119335,278999,2,201264,"135,000"
200119336,279000,1,201218,"425,000"
200119336,279001,1,201222,"350,000"
200119336,279002,1,201232,"250,000"
200119337,279003,1,201182,"250,000"
200119338,279004,1,201223,"300,000"
200119339,279005,2,201190,"300,000"
200119340,279006,1,201243,"200,000"
200119341,279007,1,201160,"300,000"
200119342,279008,1,201174,"180,000"
200119343,279009,1,201280,"300,000"
200119344,279010,1,196091,"400,000"
200119345,279011,2,193129,"120,000"
200119345,279012,2,201250,"250,000"
200119345,279013,2,199108,"130,000"
200119346,279014,1,186801,"110,000"
200119347,279015,2,183553,"60,000"
200119347,279016,2,186360,"60,000"
200119347,279017,2,198495,"55,000"
200119347,279018,2,171990,"97,500"
200119349,279020,2,190536,"1,000,000"
200119350,279021,2,200660,"75,000"
200119351,279022,1,194491,"4,500,000"
200119352,279023,2,197449,"100,000"
200119353,279024,2,178189,"1,600,000"
200119354,279025,1,177271,"60,000"
200119354,279026,1,198446,"130,000"
200119354,279027,1,198255,"100,000"
200119354,279028,1,195973,"165,000"
200119354,279029,1,178099,"130,000"
200119355,279030,2,193800,"650,000"
200119356,279031,2,195230,"160,000"
200119356,279032,2,185204,"67,500"
200119357,279033,1,197436,"180,000"
200119357,279034,1,199969,"130,000"
200119357,279035,1,201246,"200,000"
200119358,279036,2,199361,"105,000"
200119358,279037,2,201004,"200,000"
200119359,279038,1,201165,"180,000"
200119359,279039,1,201187,"200,000"
200119359,279040,1,201193,"200,000"
200119360,279041,2,193812,"1,200,000"
200119361,279042,1,201174,"180,000"
200119361,279043,1,201223,"300,000"
200119362,279044,2,201218,"425,000"
200119363,279045,1,201278,"600,000"
200119364,279046,1,201160,"300,000"
200119365,279047,1,201280,"300,000"
200119366,279048,1,199516,"315,000"
200119367,279049,2,201026,"300,000"
200119368,279050,2,183934,"250,000"
200119368,279051,2,196790,"90,000"
200119368,279052,2,200999,"140,000"
200119369,279053,3,201301,"379,000"
200119370,279054,1,180882,"160,000"
200119370,279055,1,195422,"162,000"
200119370,279056,1,191128,"130,000"
200119370,279057,1,190362,"60,000"
200119371,279058,2,192455,"130,000"
200119371,279059,2,187515,"200,000"
200119371,279060,2,191349,"180,000"
200119371,279061,2,197255,"517,500"
200119372,279062,1,201174,"180,000"
200119372,279063,1,201223,"300,000"
200119373,279064,1,201160,"300,000"
200119374,279065,1,201278,"600,000"
200119375,279066,1,185534,"112,500"
200119375,279067,1,198328,"200,000"
200119376,279068,1,186065,"75,000"
200119377,279069,2,199391,"130,000"
200119378,279070,1,201165,"180,000"
200119378,279071,1,201187,"200,000"
200119378,279072,1,201193,"200,000"
200119379,279073,1,201222,"350,000"
200119380,279074,1,199969,"130,000"
200119380,279075,1,201246,"200,000"
200119381,279076,2,184166,"108,750"
200119382,279077,2,201076,"200,000"
200119383,279078,2,197479,"1,550,000"
200119384,279079,1,174737,"90,000"
200119384,279080,1,174800,"72,500"
200119384,279081,1,175832,"72,500"
200119384,279082,1,195520,"105,000"
200119384,279083,1,199107,"180,000"
200119384,279084,1,199185,"130,000"
200119385,279085,2,194495,"337,500"
200119386,279086,2,195235,"1,200,000"
200119386,279087,2,198073,"800,000"
200119387,279088,1,172276,"185,000"
200119387,279089,1,177608,"185,000"
200119387,279090,1,182164,"130,000"
200119387,279091,1,188774,"350,000"
200119387,279092,1,198836,"170,000"
200119387,279093,1,199126,"130,000"
200119388,279094,2,178603,"10,260,000"
200119390,279096,2,199228,"155,000"
200119391,279097,1,201160,"300,000"
200119391,279098,1,201174,"180,000"
200119391,279099,1,201223,"300,000"
200119391,279100,1,201278,"600,000"
200119392,279101,1,185534,"112,500"
200119392,279102,1,198328,"200,000"
200119393,279103,2,197339,"260,000"
200119395,279106,1,186095,"3,080,000"
200119396,279107,2,187495,"99,000"
200119396,279108,2,181132,"60,000"
200119396,279109,2,195301,"200,000"
200119397,279110,1,174738,"60,000"
200119397,279111,1,184073,"80,000"
200119397,279112,1,201165,"180,000"
200119397,279113,1,201187,"200,000"
200119397,279114,1,201193,"200,000"
200119398,279115,1,199015,"650,000"
200119399,279116,1,199106,"250,000"
200119399,279117,1,199123,"399,000"
200119400,279118,1,200198,"140,000"
200119401,279119,1,199016,"600,000"
200119402,279120,1,200103,"130,000"
200119403,279121,1,200202,"150,000"
200119404,279122,1,200074,"175,000"
200119405,279123,1,200267,"80,000"
200119405,279124,1,200276,"70,000"
200119406,279125,1,201222,"350,000"
200119407,279126,1,201246,"200,000"
200119407,279127,1,199969,"130,000"
200119408,279128,2,174707,"97,500"
200119409,279129,1,199998,"70,000"
200119409,279130,1,200180,"130,000"
200119409,279131,1,200216,"100,000"
200119410,279132,1,200025,"200,000"
200119410,279133,1,200027,"150,000"
200119411,279134,1,200279,"90,000"
200119412,279135,1,199978,"80,000"
200119413,279136,1,193729,"150,000"
200119413,279137,1,199921,"250,000"
200119413,279138,1,197133,"117,000"
200119413,279139,1,178243,"500,000"
200119414,279140,2,198955,"155,000"
200119414,279141,2,187496,"210,000"
200119415,279142,1,200280,"70,000"
200119416,279143,2,199516,"315,000"
200119417,279144,1,198286,"200,000"
200119418,279145,1,201347,"250,000"
200119419,279146,1,201364,"155,000"
200119420,279147,1,195520,"105,000"
200119420,279148,1,199107,"180,000"
200119420,279149,1,199185,"130,000"
200119421,279150,2,186683,"9,000,000"
200119422,279151,1,201377,"150,000"
200119422,279152,1,201381,"140,000"
200119422,279153,1,201404,"140,000"
200119422,279154,1,201433,"195,000"
200119422,279155,1,201434,"145,000"
200119424,279157,2,197059,"90,000"
200119424,279158,2,200082,"120,000"
200119425,279159,2,194134,"150,000"
200119425,279160,2,180048,"300,000"
200119425,279161,2,186201,"60,000"
200119426,279162,1,172276,"185,000"
200119426,279163,1,177608,"185,000"
200119426,279164,1,182164,"130,000"
200119426,279165,1,184733,"145,000"
200119426,279166,1,198836,"170,000"
200119426,279167,1,199080,"155,000"
200119426,279168,1,199126,"130,000"
200119427,279169,2,178749,"130,000"
200119428,279170,2,198131,"175,000"
200119429,279171,1,185534,"112,500"
200119429,279172,1,201160,"300,000"
200119430,279173,1,198328,"200,000"
200119430,279174,1,201174,"180,000"
200119430,279175,1,201223,"300,000"
200119431,279176,1,201278,"600,000"
200119432,279177,2,201208,"150,000"
200119432,279178,3,200941,"120,000"
200119432,279179,2,196241,"144,000"
200119433,279180,2,200043,"1,000,000"
200119434,279181,1,184073,"80,000"
200119434,279182,1,201165,"180,000"
200119434,279183,1,201187,"200,000"
200119434,279184,1,201193,"200,000"
200119434,279185,1,201413,"120,000"
200119435,279186,2,199546,"121,500"
200119436,279187,1,200074,"175,000"
200119437,279188,2,189077,"200,000"
200119437,279189,2,190362,"60,000"
200119437,279190,2,195422,"162,000"
200119437,279191,2,180882,"160,000"
200119437,279192,2,194020,"175,000"
200119438,279193,2,196078,"900,000"
200119439,279194,2,179716,"105,000"
200119439,279195,2,198370,"700,000"
200119440,279196,2,188147,"1,300,000"
200119441,279197,2,200281,"3,500,000"
200119441,279198,2,201133,"150,000"
200119442,279199,1,200267,"80,000"
200119443,279200,2,201195,"150,000"
200119443,279201,2,201058,"140,000"
200119444,279202,1,180197,"190,000"
200119444,279203,1,192120,"115,000"
200119444,279204,1,201194,"135,000"
200119445,279205,1,183776,"125,000"
200119445,279206,1,199278,"350,000"
200119446,279207,1,187083,"130,000"
200119446,279208,1,199179,"400,000"
200119447,279209,1,201439,"275,000"
200119447,279210,1,201164,"250,000"
200119447,279211,1,185369,"130,000"
200119447,279212,1,200280,"70,000"
200119447,279213,1,200271,"75,000"
200119448,279214,1,185534,"112,500"
200119448,279215,1,201160,"300,000"
200119449,279216,1,198328,"200,000"
200119449,279217,1,201174,"180,000"
200119449,279218,1,201223,"300,000"
200119450,279219,1,201278,"600,000"
200119451,279220,1,194081,"750,000"
200119452,279221,1,199016,"600,000"
200119452,279222,1,199106,"250,000"
200119453,279223,2,197441,"150,000"
200119454,279224,1,172276,"185,000"
200119454,279225,1,177608,"185,000"
200119454,279226,1,178857,"135,000"
200119454,279227,1,182164,"130,000"
200119454,279228,1,184733,"145,000"
200119454,279229,1,190638,"450,000"
200119454,279230,1,192000,"165,000"
200119454,279231,1,194167,"200,000"
200119454,279232,1,194796,"90,000"
200119454,279233,1,197845,"112,500"
200119454,279234,1,198836,"170,000"
200119454,279235,1,199080,"155,000"
200119454,279236,1,199126,"130,000"
200119454,279237,1,199176,"125,000"
200119455,279238,1,201404,"140,000"
200119455,279239,1,201377,"150,000"
200119455,279240,1,201381,"140,000"
200119455,279241,1,201193,"200,000"
200119455,279242,1,201187,"200,000"
200119456,279243,1,174737,"90,000"
200119456,279244,1,201165,"180,000"
200119456,279245,1,199107,"180,000"
200119456,279246,1,199185,"130,000"
200119456,279247,1,200103,"130,000"
200119456,279248,1,200074,"175,000"
200119457,279249,2,193344,"220,000"
200119458,279250,2,195335,"2,970,000"
200119459,279251,1,183776,"125,000"
200119459,279252,1,199278,"350,000"
200119460,279253,2,178465,"560,000"
200119460,279254,2,182255,"60,000"
200119461,279255,1,200267,"80,000"
200119462,279256,1,185534,"112,500"
200119462,279257,1,201160,"300,000"
200119462,279258,1,201223,"300,000"
200119463,279259,1,198328,"200,000"
200119463,279260,1,201174,"180,000"
200119463,279261,1,201278,"600,000"
200119464,279262,1,198366,"750,000"
200119465,279263,1,189069,"220,000"
200119465,279264,1,201164,"250,000"
200119465,279265,1,200280,"70,000"
200119466,279266,2,190908,"600,000"
200119467,279267,1,201425,"170,000"
200119468,279268,2,200330,"450,000"
200119468,279269,2,198033,"300,000"
200119469,279270,2,199978,"80,000"
200119470,279271,2,195909,"155,000"
200119471,279272,1,195554,"375,000"
200119471,279273,1,198022,"250,000"
200119472,279274,2,199044,"90,000"
200119473,279275,2,180801,"550,000"
200119473,279276,2,185405,"75,000"
200119474,279277,1,201283,"850,000"
200119475,279278,2,193753,"1,680,000"
200119476,279279,1,178532,"220,000"
200119476,279280,1,193383,"450,000"
200119477,279281,1,201529,"200,000"
200119478,279282,1,201482,"325,000"
200119479,279283,1,201435,"100,000"
200119480,279284,1,201483,"325,000"
200119481,279285,1,201486,"200,000"
200119482,279286,1,201468,"200,000"
200119483,279287,1,201477,"195,000"
200119484,279288,1,201451,"200,000"
