product_id,gender,Brand ID,Main_category,category,subcategory,Price
171294,female,1639,sepatu,sandals,sandals,"4,950,000"
171319,female,1562,sepatu,sneakers,sneakers,"5,500,000"
171409,female,3196,pakaian,bawahan,celana,"100,000"
171431,female,3196,pakaian,bawahan,celana,"90,000"
171839,female,1573,pakaian,atasan,blouse,"65,000"
171840,female,3991,pakaian,bawahan,celana,"87,500"
171850,female,3991,pakaian,atasan,blouse,"65,000"
171852,female,4350,pakaian,bawahan,celana,"77,500"
171853,female,2416,pakaian,bawahan,celana,"150,000"
171874,female,4350,pakaian,atasan,blouse,"65,000"
171884,female,4350,pakaian,atasan,sleeveless,"65,000"
171901,female,1573,pakaian,dress,midi-dress,"80,000"
171911,female,4350,pakaian,atasan,sleeveless,"70,000"
171939,female,4350,pakaian,atasan,sleeveless,"80,000"
171942,female,4455,pakaian,atasan,sleeveless,"110,000"
171948,female,3991,pakaian,atasan,blouse,"60,000"
171950,female,4350,pakaian,atasan,blouse,"60,000"
171978,female,2485,pakaian,atasan,blouse,"65,000"
171990,female,909,pakaian,dress,mini-dress,"97,500"
171992,female,1039,pakaian,atasan,blouse,"165,000"
171997,female,4350,pakaian,bawahan,rok,"65,000"
172001,female,1039,pakaian,atasan,blouse,"165,000"
172019,female,3991,pakaian,bawahan,celana,"100,000"
172074,female,1827,pakaian,atasan,sleeveless,"155,000"
172104,female,1827,pakaian,atasan,sleeveless,"155,000"
172211,female,1827,pakaian,bawahan,celana,"160,000"
172219,female,1827,pakaian,atasan,sleeveless,"140,000"
172221,female,2416,pakaian,atasan,sleeveless,"100,000"
172259,female,2416,pakaian,bawahan,rok,"150,000"
172276,female,1580,pakaian,dress,mini-dress,"185,000"
172289,female,4350,pakaian,bawahan,celana,"200,000"
172294,female,4350,pakaian,bawahan,celana,"130,000"
172313,female,4350,pakaian,bawahan,celana,"130,000"
172336,female,4350,pakaian,bawahan,celana,"140,000"
172346,female,3991,pakaian,bawahan,celana,"180,000"
172366,female,1564,pakaian,atasan,blouse,"200,000"
172380,female,2788,pakaian,atasan,sweater,"550,000"
172427,female,736,sepatu,sneakers,sneakers,"250,000"
172500,female,2119,pakaian,dress,midi-dress,"150,000"
172513,female,1573,pakaian,dress,mini-dress,"60,000"
172514,female,5094,pakaian,bawahan,celana,"62,500"
172526,female,2458,pakaian,bawahan,rok,"60,000"
172825,female,401,pakaian,dress,mini-dress,"150,000"
172838,female,2416,pakaian,dress,midi-dress,"125,000"
172888,female,4149,pakaian,atasan,sleeveless,"60,000"
172900,female,3899,pakaian,bawahan,rok,"65,000"
172909,female,1985,pakaian,bawahan,rok,"210,000"
172936,female,4260,pakaian,bawahan,rok,"60,000"
173052,female,1986,tas,sling-bag,sling-bag,"1,050,000"
173091,female,1494,pakaian,jumpsuit-two-pieces,jumpsuit,"75,000"
173125,female,3041,pakaian,bawahan,celana,"165,000"
173157,female,1827,pakaian,atasan,blouse,"60,000"
173163,female,425,pakaian,atasan,blouse,"75,000"
173176,female,788,pakaian,dress,long-dress,"69,000"
173202,female,788,pakaian,atasan,blouse,"60,000"
173203,female,788,pakaian,dress,long-dress,"70,500"
173215,female,788,pakaian,dress,long-dress,"100,000"
173217,female,649,pakaian,dress,mini-dress,"375,000"
173258,female,788,pakaian,atasan,blouse,"70,000"
173273,female,4082,pakaian,bawahan,celana,"60,000"
173322,female,2485,sepatu,heels,heels,"210,000"
173336,female,3991,pakaian,atasan,kemeja,"100,000"
173376,female,4350,pakaian,atasan,blouse,"60,000"
173404,female,4350,pakaian,atasan,blouse,"115,000"
173433,female,909,pakaian,atasan,sleeveless,"120,000"
174641,female,2193,pakaian,dress,midi-dress,"245,000"
174707,female,1827,pakaian,atasan,blouse,"97,500"
174712,female,1827,pakaian,atasan,sleeveless,"60,000"
174737,female,1827,pakaian,bawahan,rok,"85,000"
174738,female,2063,pakaian,bawahan,celana,"60,000"
174739,female,2207,pakaian,bawahan,rok,"60,000"
174741,female,1723,pakaian,bawahan,celana,"120,000"
174745,female,3929,pakaian,bawahan,celana,"60,000"
174746,female,401,pakaian,bawahan,rok,"165,000"
174749,female,401,pakaian,bawahan,celana,"150,000"
174750,female,401,pakaian,bawahan,celana,"250,000"
174762,female,401,pakaian,bawahan,rok,"165,000"
174768,female,83,pakaian,jumpsuit-two-pieces,jumpsuit,"120,000"
174769,female,1917,pakaian,bawahan,celana,"180,000"
174783,female,1827,pakaian,atasan,sleeveless,"79,500"
174794,female,1827,pakaian,atasan,blouse,"60,000"
174799,female,4350,pakaian,atasan,sleeveless,"60,000"
174800,female,3991,pakaian,atasan,kemeja,"68,333"
174806,female,1564,pakaian,atasan,blouse,"150,000"
174817,female,1827,pakaian,atasan,blouse,"82,500"
174818,female,1564,pakaian,atasan,blouse,"120,000"
174918,female,828,pakaian,atasan,sleeveless,"60,000"
175033,female,3517,pakaian,atasan,blouse,"72,500"
175044,female,3205,pakaian,jumpsuit-two-pieces,jumpsuit,"60,000"
175052,female,907,pakaian,atasan,blouse,"60,000"
175105,female,1080,pakaian,bawahan,celana,"60,000"
175108,female,1573,pakaian,atasan,sweater,"60,000"
175387,female,4513,sepatu,heels,heels,"150,000"
175400,female,1823,sepatu,sandals,sandals,"350,000"
175406,female,4433,sepatu,sandals,sandals,"550,000"
175418,female,2013,sepatu,sneakers,sneakers,"1,300,000"
175455,female,117,pakaian,atasan,blouse,"130,000"
175636,female,3196,pakaian,dress,mini-dress,"130,000"
175832,female,4350,pakaian,atasan,sleeveless,"72,500"
175912,female,1827,pakaian,bawahan,rok,"72,500"
175928,female,2305,pakaian,atasan,sleeveless,"60,000"
175966,female,1723,pakaian,dress,midi-dress,"60,000"
175990,female,2416,pakaian,atasan,sleeveless,"65,000"
176010,female,52,sepatu,sneakers,sneakers,"800,000"
176184,female,4350,pakaian,dress,mini-dress,"70,000"
176474,female,3719,sepatu,flats,flats,"300,000"
176960,female,5,pakaian,dress,mini-dress,"140,000"
176998,female,3196,pakaian,bawahan,rok,"120,000"
176999,female,2461,pakaian,bawahan,celana,"150,000"
177021,female,4082,pakaian,atasan,blouse,"130,000"
177064,female,2461,pakaian,atasan,sleeveless,"140,000"
177067,female,3196,pakaian,atasan,sleeveless,"120,000"
177070,female,3991,pakaian,bawahan,rok,"115,000"
177120,female,3149,pakaian,atasan,kemeja,"135,000"
177182,female,3496,make-up-and-skin-care,lips,lips,"60,000"
177183,female,3196,make-up-and-skin-care,lips,lips,"60,000"
177187,female,3406,make-up-and-skin-care,eyes,eyes,"80,000"
177229,female,1573,pakaian,atasan,sleeveless,"60,000"
177271,female,1253,pakaian,atasan,blouse,"60,000"
177281,female,3483,pakaian,atasan,sweater,"250,000"
177287,female,450,pakaian,atasan,blouse,"60,000"
177359,female,1573,pakaian,bawahan,celana,"75,000"
177524,female,1400,pakaian,atasan,kaos,"120,000"
177571,female,1400,pakaian,atasan,kaos,"120,000"
177588,female,1400,pakaian,atasan,kaos,"120,000"
177595,female,3196,pakaian,atasan,blouse,"130,000"
177608,female,1080,pakaian,dress,mini-dress,"185,000"
177637,female,3196,pakaian,outerwear,wrap-and-kimono,"135,000"
177665,female,2346,make-up-and-skin-care,faces,faces,"130,000"
177666,female,845,aksesoris,dompet,dompet,"750,000"
177764,female,4082,pakaian,bawahan,celana,"60,000"
177859,female,1400,pakaian,atasan,blouse,"60,000"
177868,female,3747,pakaian,bawahan,celana,"60,000"
177944,female,1639,tas,handbag,handbag,"7,020,000"
177960,female,734,tas,sling-bag,sling-bag,"37,275,000"
177962,female,734,tas,shoulder-bag,shoulder-bag,"36,750,000"
178003,female,374,pakaian,atasan,blouse,"60,000"
178017,female,1573,pakaian,atasan,sleeveless,"60,000"
178071,female,3196,pakaian,atasan,sleeveless,"135,000"
178084,female,3196,pakaian,atasan,blouse,"130,000"
178093,female,3196,pakaian,atasan,sleeveless,"75,000"
178099,female,3196,pakaian,atasan,blouse,"130,000"
178104,female,3196,pakaian,bawahan,rok,"120,000"
178176,female,3196,pakaian,atasan,kemeja,"135,000"
178183,female,3196,pakaian,outerwear,cardigan,"130,000"
178189,female,1103,sepatu,flats,flats,"1,600,000"
178213,female,3685,pakaian,dress,mini-dress,"145,000"
178243,female,3196,pakaian,swimsuit,two-piece,"500,000"
178283,female,1253,pakaian,atasan,blouse,"120,000"
178289,female,2600,pakaian,dress,mini-dress,"60,000"
178317,female,1987,tas,satchel,satchel,"750,000"
178415,female,2366,make-up-and-skin-care,eyes,eyes,"175,000"
178429,female,2931,aksesoris,jam-tangan,jam-tangan,"1,000,000"
178440,female,3719,sepatu,heels,heels,"210,000"
178465,female,2542,sepatu,sandals,sandals,"560,000"
178474,female,2269,tas,tote-bag,tote-bag,"1,350,000"
178504,female,1573,pakaian,dress,mini-dress,"80,000"
178532,female,189,make-up-and-skin-care,faces,faces,"220,000"
178555,female,2458,pakaian,atasan,blouse,"60,000"
178557,female,3589,pakaian,atasan,sleeveless,"100,000"
178573,female,1573,pakaian,atasan,blouse,"60,000"
178575,female,2798,pakaian,atasan,kaos,"60,000"
178577,female,1400,pakaian,atasan,sleeveless,"60,000"
178584,female,2113,pakaian,dress,midi-dress,"120,000"
178603,female,3177,tas,tote-bag,tote-bag,"10,260,000"
178658,female,4350,pakaian,dress,mini-dress,"60,000"
178667,female,895,pakaian,atasan,blouse,"60,000"
178685,female,1781,sepatu,sandals,sandals,"585,000"
178686,female,761,sepatu,sandals,sandals,"270,000"
178690,female,1336,make-up-and-skin-care,lips,lips,"140,000"
178691,female,1337,make-up-and-skin-care,lips,lips,"126,000"
178693,female,1257,pakaian,bawahan,celana,"65,000"
178697,female,809,pakaian,bawahan,rok,"67,500"
178711,female,2613,pakaian,bawahan,rok,"100,000"
178723,female,3196,pakaian,atasan,blouse,"65,000"
178725,female,3747,pakaian,atasan,blouse,"100,000"
178731,female,991,pakaian,atasan,sleeveless,"140,000"
178735,female,3149,pakaian,atasan,sleeveless,"130,000"
178738,female,811,pakaian,outerwear,cardigan,"200,000"
178743,female,3196,pakaian,atasan,blouse,"72,500"
178749,female,3196,pakaian,atasan,blouse,"130,000"
178750,female,3196,pakaian,atasan,kemeja,"70,000"
178754,female,4331,pakaian,dress,mini-dress,"100,000"
178757,female,3196,pakaian,atasan,blouse,"130,000"
178765,female,3196,pakaian,bawahan,celana,"65,000"
178767,female,991,pakaian,atasan,blouse,"220,000"
178770,female,3196,pakaian,dress,mini-dress,"135,000"
178771,female,3196,pakaian,outerwear,cardigan,"60,000"
178775,female,4350,pakaian,atasan,kaos,"90,000"
178776,female,3196,pakaian,dress,mini-dress,"105,000"
178782,female,3196,pakaian,atasan,kaos,"100,000"
178784,female,3196,pakaian,atasan,kemeja,"120,000"
178785,female,3991,pakaian,atasan,blouse,"95,000"
178793,female,3196,pakaian,atasan,kemeja,"130,000"
178799,female,1144,pakaian,dress,long-dress,"200,000"
178813,female,260,pakaian,atasan,blouse,"100,000"
178817,female,2377,sepatu,sandals,sandals,"250,000"
178838,female,1573,pakaian,atasan,sleeveless,"95,000"
178849,female,3196,pakaian,atasan,blouse,"135,000"
178857,female,3196,pakaian,dress,midi-dress,"135,000"
178862,female,3149,pakaian,atasan,sleeveless,"60,000"
178865,female,3196,pakaian,bawahan,celana,"67,500"
178866,female,1400,pakaian,dress,mini-dress,"130,000"
178871,female,3012,pakaian,dress,midi-dress,"800,000"
178878,female,2416,pakaian,atasan,kemeja,"120,000"
178887,female,3589,pakaian,atasan,blouse,"120,000"
178902,female,1400,pakaian,atasan,sleeveless,"110,000"
178905,female,2356,pakaian,bawahan,celana,"200,000"
178915,female,3196,pakaian,atasan,blouse,"65,000"
178920,female,3149,pakaian,atasan,kemeja,"125,000"
178966,female,3196,pakaian,dress,mini-dress,"90,000"
178980,female,4347,pakaian,jumpsuit-two-pieces,jumpsuit,"145,000"
179001,female,4082,pakaian,outerwear,cardigan,"65,000"
179040,female,775,make-up-and-skin-care,lips,lips,"250,000"
179042,female,775,make-up-and-skin-care,lips,lips,"270,000"
179043,female,775,make-up-and-skin-care,lips,lips,"450,000"
179046,female,775,make-up-and-skin-care,lips,lips,"210,000"
179047,female,775,make-up-and-skin-care,lips,lips,"350,000"
179346,female,2485,pakaian,atasan,blouse,"60,000"
179347,female,3149,pakaian,atasan,sleeveless,"130,000"
179350,female,4350,pakaian,dress,mini-dress,"60,000"
179352,female,323,pakaian,dress,midi-dress,"60,000"
179392,female,3211,pakaian,dress,mini-dress,"60,000"
179709,female,374,pakaian,atasan,sleeveless,"60,000"
179716,female,1062,pakaian,atasan,blouse,"105,000"
179769,female,481,tas,pouch,pouch,"540,000"
179805,female,3149,pakaian,atasan,sleeveless,"60,000"
179867,female,2416,pakaian,dress,mini-dress,"140,000"
179892,female,4350,pakaian,dress,mini-dress,"60,000"
179903,female,3899,pakaian,atasan,blouse,"85,000"
179915,female,4350,pakaian,atasan,blouse,"60,000"
179917,female,3991,pakaian,jumpsuit-two-pieces,jumpsuit,"60,000"
179918,female,3196,pakaian,atasan,blouse,"140,000"
179919,female,2627,pakaian,atasan,sleeveless,"60,000"
179940,female,4121,sepatu,sneakers,sneakers,"175,000"
179941,female,4337,make-up-and-skin-care,faces,faces,"400,000"
179968,female,4347,pakaian,bawahan,rok,"66,000"
179991,female,4082,pakaian,atasan,kaos,"112,500"
179998,female,3671,pakaian,jumpsuit-two-pieces,jumpsuit,"93,000"
180012,female,5222,sepatu,heels,heels,"200,000"
180048,female,883,sepatu,sneakers,sneakers,"300,000"
180057,female,53,pakaian,outerwear,outerwear,"800,000"
180058,female,2416,pakaian,dress,mini-dress,"100,000"
180067,female,4350,pakaian,atasan,blouse,"137,500"
180070,female,2458,pakaian,atasan,kemeja,"100,000"
180074,female,5238,pakaian,atasan,sleeveless,"225,000"
180083,female,3129,pakaian,bawahan,celana,"1,200,000"
180089,female,4082,pakaian,bawahan,celana,"285,000"
180094,female,1573,pakaian,dress,long-dress,"200,000"
180102,female,2458,pakaian,atasan,blouse,"100,000"
180107,female,2458,pakaian,outerwear,vest,"199,000"
180116,female,585,tas,pouch,pouch,"320,000"
180142,female,3971,tas,satchel,satchel,"2,200,000"
180163,female,2657,pakaian,atasan,sleeveless,"175,000"
180178,female,4331,pakaian,outerwear,vest,"120,000"
180197,female,4350,pakaian,atasan,blouse,"190,000"
180215,female,1573,pakaian,atasan,kaos,"60,000"
180223,female,2657,pakaian,dress,long-dress,"275,000"
180225,female,831,pakaian,atasan,blouse,"120,000"
180237,female,2819,sepatu,sepatu,sepatu,"850,000"
180242,female,3996,tas,satchel,satchel,"1,890,000"
180243,female,2563,tas,tote-bag,tote-bag,"1,750,000"
180254,female,1744,make-up-and-skin-care,faces,faces,"67,500"
180256,female,5242,make-up-and-skin-care,eyes,eyes,"125,000"
180262,female,4474,tas,sling-bag,sling-bag,"1,050,000"
180266,female,775,make-up-and-skin-care,lips,lips,"250,000"
180269,female,2765,make-up-and-skin-care,lips,lips,"99,500"
180290,female,1400,pakaian,atasan,sweater,"190,000"
180298,female,3149,pakaian,atasan,sleeveless,"82,500"
180386,female,3196,pakaian,bawahan,rok,"100,000"
180398,female,4108,sepatu,sandals,sandals,"375,000"
180406,female,730,tas,satchel,satchel,"490,000"
180414,female,978,tas,handbag,handbag,"2,800,000"
180415,female,1986,tas,satchel,satchel,"1,190,000"
180430,female,3196,pakaian,atasan,blouse,"130,000"
180438,female,3358,pakaian,atasan,blouse,"60,000"
180456,female,2629,pakaian,bawahan,rok,"60,000"
180488,female,2219,pakaian,bawahan,celana,"60,000"
180496,female,2269,tas,backpack,backpack,"1,250,000"
180497,female,2971,tas,satchel,satchel,"200,000"
180500,female,3996,tas,satchel,satchel,"4,550,000"
180543,female,3196,pakaian,atasan,blouse,"92,500"
180548,female,2305,pakaian,bawahan,celana,"220,000"
180560,female,4350,pakaian,atasan,blouse,"60,000"
180628,female,909,pakaian,bawahan,celana,"135,000"
180639,female,3196,pakaian,atasan,blouse,"80,000"
180658,male,4477,tas,sling-bag,sling-bag,"105,000"
180689,female,4350,pakaian,bawahan,rok,"60,000"
180705,female,4350,pakaian,bawahan,celana,"60,000"
180731,female,3061,pakaian,bawahan,celana,"60,000"
180735,male,1573,pakaian,atasan,sweater,"150,000"
180754,female,2458,pakaian,atasan,blouse,"84,500"
180797,female,1573,pakaian,atasan,blouse,"60,000"
180801,female,3511,pakaian,dress,midi-dress,"550,000"
180827,male,4350,pakaian,atasan,sweater,"250,000"
180837,male,288,sepatu,sepatu,sepatu,"492,000"
180857,female,3177,tas,handbag,handbag,"6,372,000"
180869,male,4417,pakaian,bawahan,celana-panjang,"142,500"
180876,male,4337,pakaian,outerwear,blazer,"1,125,000"
180878,male,3196,pakaian,outerwear,vest,"160,000"
180881,male,4417,pakaian,outerwear,blazer,"230,000"
180882,male,3196,pakaian,outerwear,vest,"160,000"
180894,female,3756,pakaian,outerwear,blazer,"210,000"
180899,female,2135,pakaian,dress,mini-dress,"60,000"
180908,female,907,pakaian,dress,mini-dress,"60,000"
180915,female,767,pakaian,dress,long-dress,"230,000"
180920,female,3589,pakaian,atasan,blouse,"100,000"
180929,female,4082,pakaian,atasan,blouse,"60,000"
180946,female,308,pakaian,bawahan,celana,"190,000"
180978,female,1573,pakaian,atasan,kemeja,"60,000"
180981,female,3940,pakaian,atasan,blouse,"150,000"
180989,female,4082,pakaian,atasan,blouse,"150,000"
180996,female,4082,pakaian,atasan,kemeja,"100,000"
180997,female,907,pakaian,atasan,blouse,"100,000"
181002,female,4231,pakaian,atasan,blouse,"100,000"
181015,female,788,pakaian,outerwear,blazer,"120,000"
181020,female,3940,pakaian,atasan,sleeveless,"130,000"
181029,female,2756,pakaian,dress,midi-dress,"60,000"
181054,female,2305,pakaian,dress,midi-dress,"280,000"
181071,female,1400,pakaian,atasan,blouse,"60,000"
181116,female,4671,aksesoris,dompet,dompet,"500,000"
181124,male,1562,aksesoris,kacamata,kacamata,"2,500,000"
181127,female,1504,aksesoris,ikat-pinggang,ikat-pinggang,"2,800,000"
181129,female,3196,aksesoris,perhiasan,perhiasan,"60,000"
181132,female,3196,aksesoris,perhiasan,perhiasan,"60,000"
182138,female,838,pakaian,atasan,kemeja,"100,000"
182150,female,4350,pakaian,atasan,blouse,"60,000"
182158,female,4257,pakaian,outerwear,wrap-and-kimono,"175,000"
182164,female,4347,pakaian,dress,mini-dress,"130,000"
182183,female,895,pakaian,atasan,kemeja,"175,000"
182201,female,845,tas,sling-bag,sling-bag,"1,150,000"
182202,female,2431,sepatu,heels,heels,"1,050,000"
182203,female,3196,aksesoris,kacamata,kacamata,"80,000"
182216,female,3747,pakaian,dress,mini-dress,"150,000"
182239,female,1400,pakaian,atasan,blouse,"110,000"
182252,male,3196,pakaian,atasan,kemeja,"125,000"
182255,female,2305,pakaian,jumpsuit-two-pieces,jumpsuit,"60,000"
182263,female,1573,pakaian,atasan,blouse,"150,000"
182269,female,1400,pakaian,atasan,blouse,"80,000"
182308,female,3196,pakaian,outerwear,jaket,"130,000"
182324,female,4350,pakaian,dress,mini-dress,"150,000"
182356,female,2276,pakaian,bawahan,celana,"130,000"
182375,female,2305,pakaian,dress,midi-dress,"112,500"
182390,female,1639,tas,shoulder-bag,shoulder-bag,"23,000,000"
182393,female,1504,tas,shoulder-bag,shoulder-bag,"7,000,000"
182427,female,1401,pakaian,atasan,blouse,"165,000"
182429,female,4350,pakaian,atasan,kemeja,"170,000"
182447,female,3149,pakaian,bawahan,celana,"200,000"
182449,female,1573,pakaian,atasan,blouse,"150,000"
182450,female,1573,pakaian,outerwear,cardigan,"135,000"
182454,female,2275,pakaian,jumpsuit-two-pieces,jumpsuit,"75,000"
182470,female,1573,pakaian,bawahan,celana,"97,500"
182471,female,3149,pakaian,bawahan,rok,"127,500"
182489,female,2416,pakaian,outerwear,cardigan,"115,000"
182491,female,907,pakaian,dress,mini-dress,"60,000"
182495,female,1564,tas,shoulder-bag,shoulder-bag,"910,000"
182517,female,5276,pakaian,dress,mini-dress,"195,000"
182534,female,401,pakaian,outerwear,blazer,"210,000"
182544,female,1573,pakaian,dress,mini-dress,"60,000"
182548,female,4350,pakaian,atasan,sleeveless,"60,000"
182563,female,2528,pakaian,bawahan,celana,"60,000"
182568,female,2627,pakaian,dress,mini-dress,"60,000"
182587,female,1975,pakaian,atasan,kaos,"400,000"
182599,female,4350,pakaian,bawahan,rok,"60,000"
182607,female,1089,tas,backpack,backpack,"245,000"
182615,female,2192,pakaian,dress,mini-dress,"60,000"
182616,female,1930,pakaian,dress,mini-dress,"400,000"
182624,female,3196,pakaian,dress,midi-dress,"65,000"
182631,female,3196,pakaian,dress,midi-dress,"60,000"
182650,female,3017,pakaian,atasan,blouse,"200,000"
182667,female,2403,pakaian,atasan,blouse,"75,000"
182669,female,2013,pakaian,atasan,kaos,"400,000"
182673,female,1573,pakaian,atasan,kaos,"60,000"
182681,female,655,pakaian,atasan,sleeveless,"135,000"
183308,male,3251,aksesoris,dompet,dompet,"240,000"
183311,female,14,pakaian,outerwear,wrap-and-kimono,"1,000,000"
183315,female,5243,pakaian,dress,long-dress,"300,000"
183318,female,2329,pakaian,bawahan,celana,"600,000"
183338,female,2824,pakaian,dress,mini-dress,"150,000"
183349,female,5243,pakaian,bawahan,celana,"400,000"
183360,female,4111,sepatu,heels,heels,"3,600,000"
183361,female,777,sepatu,heels,heels,"1,200,000"
183368,female,777,sepatu,flats,flats,"1,800,000"
183376,female,3196,make-up-and-skin-care,skin-care,skin-care,"65,000"
183378,male,560,aksesoris,ikat-pinggang,ikat-pinggang,"425,000"
183379,male,2672,aksesoris,ikat-pinggang,ikat-pinggang,"500,000"
183380,male,775,aksesoris,ikat-pinggang,ikat-pinggang,"1,125,000"
183384,male,2722,aksesoris,dompet,dompet,"625,000"
183387,male,1802,aksesoris,dompet,dompet,"250,000"
183389,male,5293,aksesoris,hats,hats,"137,500"
183391,male,5293,aksesoris,hats,hats,"137,500"
183392,male,5293,aksesoris,hats,hats,"137,500"
183395,female,3284,pakaian,atasan,sleeveless,"60,000"
183396,female,1709,pakaian,atasan,sleeveless,"60,000"
183397,male,3021,pakaian,atasan,kemeja,"200,000"
183399,male,4839,pakaian,atasan,kemeja,"500,000"
183402,female,788,pakaian,dress,mini-dress,"60,000"
183404,female,1401,pakaian,atasan,sleeveless,"60,000"
183406,female,4347,pakaian,atasan,sleeveless,"60,000"
183407,female,3747,pakaian,atasan,sleeveless,"60,000"
183425,female,3027,pakaian,atasan,blouse,"75,000"
183429,male,4839,pakaian,bawahan,celana-panjang,"1,375,000"
183432,male,363,tas,shoulder-bag,shoulder-bag,"4,000,000"
183434,male,1802,tas,handbag,handbag,"500,000"
183436,male,5285,tas,backpack,backpack,"1,500,000"
183438,male,1102,sepatu,sneakers,sneakers,"1,175,000"
183441,female,5222,sepatu,heels,heels,"120,000"
183449,female,2366,make-up-and-skin-care,eyes,eyes,"65,000"
183459,female,14,pakaian,bawahan,celana,"375,000"
183471,female,4082,pakaian,atasan,blouse,"330,000"
183476,male,5298,pakaian,outerwear,jaket,"1,000,000"
183481,male,5290,pakaian,outerwear,cardigan,"625,000"
183485,female,4082,pakaian,atasan,kemeja,"220,000"
183487,male,875,pakaian,atasan,kemeja,"750,000"
183493,male,5297,pakaian,bawahan,celana-panjang,"300,000"
183496,male,3221,pakaian,bawahan,celana-panjang,"566,667"
183497,male,5279,pakaian,atasan,kemeja,"500,000"
183501,male,3021,pakaian,atasan,kaos,"175,000"
183513,female,2223,pakaian,atasan,blouse,"60,000"
183533,female,2874,make-up-and-skin-care,sets-and-palette,sets-and-palette,"200,000"
