Order ID,Date,Source
200126383,"Apr 28, 2019",Referral
200126382,"Apr 28, 2019",Referral
200126381,"Apr 28, 2019",Google Ads
200126380,"Apr 28, 2019",Referral
200126379,"Apr 28, 2019",Referral
200126378,"Apr 28, 2019",Google Ads
200126377,"Apr 28, 2019",Google Ads
200126375,"Apr 28, 2019",Facebook Ads
200126374,"Apr 28, 2019",Direct
200126373,"Apr 28, 2019",Facebook Ads
200126371,"Apr 28, 2019",Direct
200126370,"Apr 28, 2019",Facebook Ads
200126369,"Apr 28, 2019",Google Ads
200126368,"Apr 28, 2019",Organic
200126367,"Apr 28, 2019",Direct
200126366,"Apr 28, 2019",Organic
200126365,"Apr 28, 2019",Google Ads
200126362,"Apr 28, 2019",Direct
200126361,"Apr 28, 2019",Facebook Ads
200126360,"Apr 28, 2019",Google Ads
200126359,"Apr 28, 2019",Direct
200126358,"Apr 28, 2019",Organic
200126357,"Apr 28, 2019",Organic
200126356,"Apr 28, 2019",Google Ads
200126355,"Apr 28, 2019",Google Ads
200126354,"Apr 28, 2019",Direct
200126353,"Apr 28, 2019",Facebook Ads
200126352,"Apr 28, 2019",Facebook Ads
200126351,"Apr 28, 2019",Facebook Ads
200126350,"Apr 28, 2019",Google Ads
200126349,"Apr 28, 2019",Referral
200126348,"Apr 28, 2019",Referral
200126347,"Apr 28, 2019",Email
200126346,"Apr 28, 2019",Referral
200126345,"Apr 27, 2019",Direct
200126344,"Apr 27, 2019",Direct
200126343,"Apr 27, 2019",Organic
200126342,"Apr 27, 2019",Google Ads
200126341,"Apr 27, 2019",Direct
200126340,"Apr 27, 2019",Organic
200126339,"Apr 27, 2019",Others
200126338,"Apr 27, 2019",Organic
200126337,"Apr 27, 2019",Facebook Ads
200126336,"Apr 27, 2019",Google Ads
200126335,"Apr 27, 2019",Referral
200126334,"Apr 27, 2019",Organic
200126333,"Apr 27, 2019",Organic
200126332,"Apr 27, 2019",Direct
200126331,"Apr 27, 2019",Referral
200126330,"Apr 27, 2019",Referral
200126329,"Apr 27, 2019",Direct
200126328,"Apr 27, 2019",Google Ads
200126327,"Apr 27, 2019",Facebook Ads
200126326,"Apr 27, 2019",Direct
200126325,"Apr 27, 2019",Google Ads
200126324,"Apr 27, 2019",Facebook Ads
200126323,"Apr 27, 2019",Organic
200126322,"Apr 27, 2019",Google Ads
200126321,"Apr 27, 2019",Organic
200126320,"Apr 27, 2019",Direct
200126319,"Apr 27, 2019",Email
200126318,"Apr 27, 2019",Facebook Ads
200126317,"Apr 27, 2019",Google Ads
200126316,"Apr 27, 2019",Email
200126315,"Apr 27, 2019",Google Ads
200126314,"Apr 27, 2019",Facebook Ads
200126313,"Apr 27, 2019",Google Ads
200126312,"Apr 27, 2019",Google Ads
200126310,"Apr 27, 2019",Facebook Ads
200126309,"Apr 27, 2019",Google Ads
200126308,"Apr 27, 2019",Direct
200126307,"Apr 27, 2019",Google Ads
200126306,"Apr 27, 2019",Google Ads
200126305,"Apr 27, 2019",Google Ads
200126304,"Apr 27, 2019",Google Ads
200126303,"Apr 27, 2019",Direct
200126302,"Apr 27, 2019",Referral
200126301,"Apr 27, 2019",Referral
200126300,"Apr 27, 2019",Referral
200126299,"Apr 27, 2019",Referral
200126298,"Apr 27, 2019",Referral
200126297,"Apr 27, 2019",Referral
200126296,"Apr 27, 2019",Facebook Ads
200126295,"Apr 27, 2019",Referral
200126294,"Apr 27, 2019",Referral
200126293,"Apr 27, 2019",Referral
200126292,"Apr 27, 2019",Referral
200126291,"Apr 27, 2019",Referral
200126290,"Apr 27, 2019",Referral
200126289,"Apr 27, 2019",Referral
200126288,"Apr 27, 2019",Referral
200126287,"Apr 27, 2019",Google Ads
200126286,"Apr 27, 2019",Referral
200126285,"Apr 27, 2019",Referral
200126284,"Apr 27, 2019",Email
200126283,"Apr 27, 2019",Google Ads
200126282,"Apr 27, 2019",Direct
200126281,"Apr 27, 2019",Google Ads
200126280,"Apr 27, 2019",Direct
200126279,"Apr 27, 2019",Organic
200126278,"Apr 27, 2019",Organic
200126277,"Apr 27, 2019",Organic
200126276,"Apr 27, 2019",Google Ads
200126275,"Apr 27, 2019",Direct
200126274,"Apr 27, 2019",Google Ads
200126273,"Apr 27, 2019",Direct
200126272,"Apr 27, 2019",Organic
200126270,"Apr 27, 2019",Google Ads
200126269,"Apr 27, 2019",Facebook Ads
200126268,"Apr 27, 2019",Referral
200126266,"Apr 27, 2019",Direct
200126265,"Apr 27, 2019",Organic
200126264,"Apr 27, 2019",Facebook Ads
200126263,"Apr 27, 2019",Google Ads
200126262,"Apr 27, 2019",Google Ads
200126261,"Apr 27, 2019",Google Ads
200126260,"Apr 27, 2019",Google Ads
200126259,"Apr 27, 2019",Direct
200126258,"Apr 27, 2019",Organic
200126257,"Apr 27, 2019",Facebook Ads
200126256,"Apr 27, 2019",Email
200126255,"Apr 27, 2019",Direct
200126254,"Apr 27, 2019",Google Ads
200126253,"Apr 27, 2019",Facebook Ads
200126252,"Apr 27, 2019",Direct
200126251,"Apr 27, 2019",Facebook Ads
200126250,"Apr 27, 2019",Others
200126249,"Apr 27, 2019",Google Ads
200126248,"Apr 27, 2019",Direct
200126247,"Apr 27, 2019",Google Ads
200126246,"Apr 27, 2019",Organic
200126245,"Apr 27, 2019",Google Ads
200126244,"Apr 27, 2019",Google Ads
200126243,"Apr 27, 2019",Organic
200126242,"Apr 27, 2019",Referral
200126241,"Apr 27, 2019",Google Ads
200126240,"Apr 27, 2019",Referral
200126239,"Apr 27, 2019",Google Ads
200126238,"Apr 27, 2019",Direct
200126237,"Apr 27, 2019",Direct
200126236,"Apr 27, 2019",Google Ads
200126235,"Apr 26, 2019",Direct
200126234,"Apr 26, 2019",Facebook Ads
200126233,"Apr 26, 2019",Organic
200126232,"Apr 26, 2019",Facebook Ads
200126231,"Apr 26, 2019",Direct
200126230,"Apr 26, 2019",Direct
200126229,"Apr 26, 2019",Google Ads
200126228,"Apr 26, 2019",Referral
200126227,"Apr 26, 2019",Organic
200126226,"Apr 26, 2019",Direct
200126225,"Apr 26, 2019",Referral
200126224,"Apr 26, 2019",Facebook Ads
200126223,"Apr 26, 2019",Direct
200126222,"Apr 26, 2019",Google Ads
200126221,"Apr 26, 2019",Google Ads
200126220,"Apr 26, 2019",Google Ads
200126219,"Apr 26, 2019",Facebook Ads
200126218,"Apr 26, 2019",Organic
200126217,"Apr 26, 2019",Direct
200126216,"Apr 26, 2019",Direct
200126215,"Apr 26, 2019",Direct
200126214,"Apr 26, 2019",Facebook Ads
200126213,"Apr 26, 2019",Direct
200126212,"Apr 26, 2019",Referral
200126211,"Apr 26, 2019",Referral
200126210,"Apr 26, 2019",Facebook Ads
200126209,"Apr 26, 2019",Google Ads
200126208,"Apr 26, 2019",Direct
200126207,"Apr 26, 2019",Google Ads
200126206,"Apr 26, 2019",Direct
200126205,"Apr 26, 2019",Direct
200126204,"Apr 26, 2019",Facebook Ads
200126203,"Apr 26, 2019",Direct
200126202,"Apr 26, 2019",Organic
200126201,"Apr 26, 2019",Direct
200126200,"Apr 26, 2019",Direct
200126199,"Apr 26, 2019",Organic
200126198,"Apr 26, 2019",Facebook Ads
200126197,"Apr 26, 2019",Referral
200126196,"Apr 26, 2019",Referral
200126195,"Apr 26, 2019",Direct
200126194,"Apr 26, 2019",Organic
200126193,"Apr 26, 2019",Organic
200126191,"Apr 26, 2019",Direct
200126190,"Apr 26, 2019",Facebook Ads
200126189,"Apr 26, 2019",Google Ads
200126188,"Apr 26, 2019",Direct
200126187,"Apr 26, 2019",Referral
200126186,"Apr 26, 2019",Referral
200126185,"Apr 26, 2019",Referral
200126184,"Apr 26, 2019",Referral
200126183,"Apr 26, 2019",Referral
200126182,"Apr 26, 2019",Referral
200126181,"Apr 26, 2019",Referral
200126180,"Apr 26, 2019",Referral
200126177,"Apr 26, 2019",Others
200126176,"Apr 26, 2019",Google Ads
200126175,"Apr 26, 2019",Organic
200126174,"Apr 26, 2019",Google Ads
200126173,"Apr 26, 2019",Email
200126172,"Apr 26, 2019",Direct
200126171,"Apr 26, 2019",Organic
200126170,"Apr 26, 2019",Google Ads
200126169,"Apr 26, 2019",Referral
200126168,"Apr 26, 2019",Google Ads
200126166,"Apr 26, 2019",Facebook Ads
200126165,"Apr 26, 2019",Direct
200126164,"Apr 26, 2019",Organic
200126163,"Apr 26, 2019",Facebook Ads
200126162,"Apr 26, 2019",Email
200126161,"Apr 26, 2019",Referral
200126160,"Apr 26, 2019",Organic
200126159,"Apr 26, 2019",Google Ads
200126158,"Apr 26, 2019",Organic
200126157,"Apr 26, 2019",Google Ads
200126156,"Apr 26, 2019",Organic
200126155,"Apr 26, 2019",Organic
200126154,"Apr 26, 2019",Referral
200126153,"Apr 26, 2019",Referral
200126152,"Apr 26, 2019",Google Ads
200126151,"Apr 26, 2019",Google Ads
200126150,"Apr 26, 2019",Referral
200126149,"Apr 26, 2019",Google Ads
200126148,"Apr 26, 2019",Google Ads
200126147,"Apr 26, 2019",Google Ads
200126146,"Apr 26, 2019",Referral
200126145,"Apr 26, 2019",Google Ads
200126144,"Apr 26, 2019",Google Ads
200126143,"Apr 26, 2019",Referral
200126142,"Apr 26, 2019",Google Ads
200126141,"Apr 26, 2019",Google Ads
200126140,"Apr 26, 2019",Google Ads
200126139,"Apr 26, 2019",Referral
200126138,"Apr 26, 2019",Google Ads
200126137,"Apr 26, 2019",Google Ads
200126136,"Apr 26, 2019",Google Ads
200126135,"Apr 26, 2019",Google Ads
200126134,"Apr 26, 2019",Google Ads
200126133,"Apr 26, 2019",Google Ads
200126132,"Apr 26, 2019",Direct
200126131,"Apr 26, 2019",Facebook Ads
200126130,"Apr 26, 2019",Organic
200126129,"Apr 26, 2019",Facebook Ads
200126128,"Apr 26, 2019",Others
200126127,"Apr 26, 2019",Direct
200126126,"Apr 26, 2019",Google Ads
200126125,"Apr 26, 2019",Google Ads
200126124,"Apr 26, 2019",Direct
200126123,"Apr 26, 2019",Direct
200126122,"Apr 26, 2019",Google Ads
200126121,"Apr 26, 2019",Organic
200126120,"Apr 26, 2019",Direct
200126119,"Apr 26, 2019",Email
200126118,"Apr 26, 2019",Referral
200126116,"Apr 26, 2019",Referral
200126115,"Apr 26, 2019",Direct
200126114,"Apr 26, 2019",Referral
200126113,"Apr 26, 2019",Organic
200126112,"Apr 26, 2019",Referral
200126111,"Apr 26, 2019",Google Ads
200126110,"Apr 26, 2019",Facebook Ads
200126109,"Apr 26, 2019",Google Ads
200126108,"Apr 26, 2019",Direct
200126107,"Apr 26, 2019",Facebook Ads
200126106,"Apr 26, 2019",Google Ads
200126105,"Apr 26, 2019",Organic
200126104,"Apr 26, 2019",Facebook Ads
200126103,"Apr 26, 2019",Facebook Ads
200126102,"Apr 26, 2019",Direct
200126101,"Apr 26, 2019",Facebook Ads
200126100,"Apr 26, 2019",Direct
200126099,"Apr 26, 2019",Organic
200126098,"Apr 26, 2019",Organic
200126097,"Apr 26, 2019",Google Ads
200126096,"Apr 26, 2019",Facebook Ads
200126095,"Apr 25, 2019",Google Ads
200126094,"Apr 25, 2019",Direct
200126093,"Apr 25, 2019",Direct
200126092,"Apr 25, 2019",Direct
200126091,"Apr 25, 2019",Facebook Ads
200126090,"Apr 25, 2019",Direct
200126089,"Apr 25, 2019",Others
200126088,"Apr 25, 2019",Facebook Ads
200126087,"Apr 25, 2019",Facebook Ads
200126086,"Apr 25, 2019",Direct
200126085,"Apr 25, 2019",Google Ads
200126084,"Apr 25, 2019",Facebook Ads
200126083,"Apr 25, 2019",Organic
200126082,"Apr 25, 2019",Organic
200126081,"Apr 25, 2019",Organic
200126080,"Apr 25, 2019",Facebook Ads
200126079,"Apr 25, 2019",Direct
200126078,"Apr 25, 2019",Google Ads
200126077,"Apr 25, 2019",Direct
200126076,"Apr 25, 2019",Direct
200126075,"Apr 25, 2019",Direct
200126074,"Apr 25, 2019",Direct
200126073,"Apr 25, 2019",Direct
200126071,"Apr 25, 2019",Facebook Ads
200126070,"Apr 25, 2019",Facebook Ads
200126069,"Apr 25, 2019",Google Ads
200126068,"Apr 25, 2019",Organic
200126067,"Apr 25, 2019",Organic
200126066,"Apr 25, 2019",Direct
200126065,"Apr 25, 2019",Organic
200126064,"Apr 25, 2019",Direct
200126063,"Apr 25, 2019",Facebook Ads
200126062,"Apr 25, 2019",Google Ads
200126061,"Apr 25, 2019",Direct
200126060,"Apr 25, 2019",Organic
200126059,"Apr 25, 2019",Direct
200126057,"Apr 25, 2019",Organic
200126056,"Apr 25, 2019",Direct
200126055,"Apr 25, 2019",Google Ads
200126054,"Apr 25, 2019",Google Ads
200126053,"Apr 25, 2019",Direct
200126052,"Apr 25, 2019",Direct
200126051,"Apr 25, 2019",Google Ads
200126050,"Apr 25, 2019",Facebook Ads
200126049,"Apr 25, 2019",Direct
200126048,"Apr 25, 2019",Direct
200126047,"Apr 25, 2019",Direct
200126046,"Apr 25, 2019",Direct
200126045,"Apr 25, 2019",Direct
200126044,"Apr 25, 2019",Google Ads
200126043,"Apr 25, 2019",Organic
200126042,"Apr 25, 2019",Google Ads
200126041,"Apr 25, 2019",Google Ads
200126040,"Apr 25, 2019",Google Ads
200126039,"Apr 25, 2019",Google Ads
200126038,"Apr 25, 2019",Google Ads
200126037,"Apr 25, 2019",Direct
200126036,"Apr 25, 2019",Organic
200126034,"Apr 25, 2019",Facebook Ads
200126032,"Apr 25, 2019",Organic
200126030,"Apr 25, 2019",Google Ads
200126029,"Apr 25, 2019",Direct
200126028,"Apr 25, 2019",Email
200126027,"Apr 25, 2019",Facebook Ads
200126026,"Apr 25, 2019",Direct
200126025,"Apr 25, 2019",Organic
200126024,"Apr 25, 2019",Google Ads
200126023,"Apr 25, 2019",Organic
200126022,"Apr 25, 2019",Google Ads
200126021,"Apr 25, 2019",Email
200126020,"Apr 25, 2019",Facebook Ads
200126019,"Apr 25, 2019",Facebook Ads
200126018,"Apr 25, 2019",Facebook Ads
200126017,"Apr 25, 2019",Direct
200126016,"Apr 25, 2019",Direct
200126015,"Apr 25, 2019",Direct
200126014,"Apr 24, 2019",Direct
200126013,"Apr 24, 2019",Organic
200126012,"Apr 24, 2019",Organic
200126011,"Apr 24, 2019",Google Ads
200126010,"Apr 24, 2019",Google Ads
200126009,"Apr 24, 2019",Facebook Ads
200126008,"Apr 24, 2019",Direct
200126007,"Apr 24, 2019",Organic
200126006,"Apr 24, 2019",Google Ads
200126005,"Apr 24, 2019",Direct
200126004,"Apr 24, 2019",Google Ads
200126003,"Apr 24, 2019",Facebook Ads
200126002,"Apr 24, 2019",Direct
200126001,"Apr 24, 2019",Email
200126000,"Apr 24, 2019",Google Ads
200125999,"Apr 24, 2019",Organic
200125998,"Apr 24, 2019",Google Ads
200125997,"Apr 24, 2019",Direct
200125996,"Apr 24, 2019",Google Ads
200125995,"Apr 24, 2019",Google Ads
200125994,"Apr 24, 2019",Google Ads
200125993,"Apr 24, 2019",Direct
200125992,"Apr 24, 2019",Google Ads
200125991,"Apr 24, 2019",Google Ads
200125990,"Apr 24, 2019",Google Ads
200125989,"Apr 24, 2019",Direct
200125988,"Apr 24, 2019",Email
200125987,"Apr 24, 2019",Google Ads
200125986,"Apr 24, 2019",Organic
200125985,"Apr 24, 2019",Google Ads
200125984,"Apr 24, 2019",Direct
200125983,"Apr 24, 2019",Direct
200125982,"Apr 24, 2019",Organic
200125981,"Apr 24, 2019",Direct
200125980,"Apr 24, 2019",Facebook Ads
200125979,"Apr 24, 2019",Facebook Ads
200125978,"Apr 24, 2019",Direct
200125977,"Apr 24, 2019",Google Ads
200125976,"Apr 24, 2019",Facebook Ads
200125975,"Apr 24, 2019",Facebook Ads
200125974,"Apr 24, 2019",Facebook Ads
200125973,"Apr 24, 2019",Direct
200125972,"Apr 24, 2019",Direct
200125971,"Apr 24, 2019",Google Ads
200125970,"Apr 24, 2019",Google Ads
200125969,"Apr 24, 2019",Direct
200125968,"Apr 24, 2019",Others
200125967,"Apr 24, 2019",Google Ads
200125966,"Apr 24, 2019",Organic
200125965,"Apr 24, 2019",Direct
200125964,"Apr 24, 2019",Direct
200125963,"Apr 24, 2019",Google Ads
200125962,"Apr 24, 2019",Google Ads
200125961,"Apr 24, 2019",Organic
200125960,"Apr 24, 2019",Google Ads
200125959,"Apr 24, 2019",Facebook Ads
200125958,"Apr 24, 2019",Facebook Ads
200125957,"Apr 24, 2019",Direct
200125956,"Apr 24, 2019",Google Ads
200125955,"Apr 24, 2019",Facebook Ads
200125954,"Apr 24, 2019",Google Ads
200125953,"Apr 23, 2019",Google Ads
200125952,"Apr 23, 2019",Organic
200125950,"Apr 23, 2019",Organic
200125949,"Apr 23, 2019",Direct
200125948,"Apr 23, 2019",Direct
200125947,"Apr 23, 2019",Facebook Ads
200125946,"Apr 23, 2019",Facebook Ads
200125945,"Apr 23, 2019",Email
200125944,"Apr 23, 2019",Direct
200125943,"Apr 23, 2019",Direct
200125942,"Apr 23, 2019",Email
200125941,"Apr 23, 2019",Google Ads
200125940,"Apr 23, 2019",Facebook Ads
200125939,"Apr 23, 2019",Google Ads
200125938,"Apr 23, 2019",Organic
200125937,"Apr 23, 2019",Direct
200125936,"Apr 23, 2019",Direct
200125935,"Apr 23, 2019",Google Ads
200125934,"Apr 23, 2019",Direct
200125933,"Apr 23, 2019",Direct
200125932,"Apr 23, 2019",Direct
200125931,"Apr 23, 2019",Google Ads
200125930,"Apr 23, 2019",Google Ads
200125929,"Apr 23, 2019",Direct
200125928,"Apr 23, 2019",Facebook Ads
200125927,"Apr 23, 2019",Direct
200125926,"Apr 23, 2019",Google Ads
200125925,"Apr 23, 2019",Google Ads
200125924,"Apr 23, 2019",Direct
200125923,"Apr 23, 2019",Direct
200125922,"Apr 23, 2019",Direct
200125921,"Apr 23, 2019",Direct
200125920,"Apr 23, 2019",Google Ads
200125919,"Apr 23, 2019",Google Ads
200125918,"Apr 23, 2019",Email
200125917,"Apr 23, 2019",Organic
200125916,"Apr 23, 2019",Direct
200125915,"Apr 23, 2019",Direct
200125913,"Apr 23, 2019",Direct
200125912,"Apr 23, 2019",Direct
200125911,"Apr 23, 2019",Google Ads
200125910,"Apr 23, 2019",Google Ads
200125906,"Apr 23, 2019",Organic
200125905,"Apr 23, 2019",Google Ads
200125904,"Apr 23, 2019",Facebook Ads
200125903,"Apr 23, 2019",Organic
200125902,"Apr 23, 2019",Direct
200125900,"Apr 23, 2019",Direct
200125899,"Apr 23, 2019",Facebook Ads
200125898,"Apr 23, 2019",Google Ads
200125896,"Apr 23, 2019",Direct
200125895,"Apr 23, 2019",Organic
200125894,"Apr 23, 2019",Direct
200125893,"Apr 23, 2019",Google Ads
200125892,"Apr 23, 2019",Direct
200125891,"Apr 23, 2019",Direct
200125890,"Apr 23, 2019",Direct
200125889,"Apr 23, 2019",Direct
200125888,"Apr 23, 2019",Google Ads
200125887,"Apr 23, 2019",Google Ads
200125886,"Apr 23, 2019",Facebook Ads
200125885,"Apr 23, 2019",Google Ads
200125884,"Apr 23, 2019",Organic
200125883,"Apr 23, 2019",Direct
200125882,"Apr 23, 2019",Direct
200125881,"Apr 23, 2019",Organic
200125880,"Apr 23, 2019",Organic
200125879,"Apr 23, 2019",Organic
200125878,"Apr 23, 2019",Organic
200125877,"Apr 23, 2019",Organic
200125876,"Apr 23, 2019",Organic
200125875,"Apr 22, 2019",Google Ads
200125874,"Apr 22, 2019",Organic
200125873,"Apr 22, 2019",Google Ads
200125872,"Apr 22, 2019",Email
200125871,"Apr 22, 2019",Google Ads
200125870,"Apr 22, 2019",Google Ads
200125869,"Apr 22, 2019",Google Ads
200125868,"Apr 22, 2019",Facebook Ads
200125867,"Apr 22, 2019",Direct
200125866,"Apr 22, 2019",Google Ads
200125865,"Apr 22, 2019",Organic
200125864,"Apr 22, 2019",Email
200125863,"Apr 22, 2019",Email
200125862,"Apr 22, 2019",Google Ads
200125861,"Apr 22, 2019",Google Ads
200125860,"Apr 22, 2019",Direct
200125859,"Apr 22, 2019",Facebook Ads
200125858,"Apr 22, 2019",Google Ads
200125857,"Apr 22, 2019",Organic
200125856,"Apr 22, 2019",Organic
