product_id,product_title,product_category,price,retail_price,units_sold,sales_revenue,retail_revenue,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,rating_five_perc,rating_four_perc,rating_three_perc,rating_two_perc,rating_one_perc,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,product_color,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,has_urgency_banner,urgency_text,origin_country,merchant_title,merchant_rating_count,merchant_rating,merchant_id
5cac5af68de7960d89e54fe0,Women's Fashion Summer Loose Sleeveless Pockets Solid Color Maxi Dress Casual Dress Plus Size,Dress,5.79,5,1000,5790.0,5000,0,3.46,613,245.0,101.0,81.0,61.0,125.0,39.97,16.48,13.21,9.95,20.39,0,0,0,0,grey,XXS,2,Livraison standard,2,0,25,50,1.0,Quantité limitée !,CN,mayuhiao,9470,3.9568109820485744,5952a218e81e8a4c30b5bbbc
5ec49d527d7044ccfa3f1c04,Summer Sexy Women Fashion Casual Loose Tops Casual T-Shirt Summer V-Neck Solid Color Plus Size Short Sleeve Blouse,Shirts,6.0,8,100,600.0,800,1,3.31,13,3.0,4.0,3.0,0.0,3.0,23.08,30.77,23.08,0.0,23.08,0,0,0,0,lightblue,XS,2,Livraison standard,2,0,40,50,1.0,Quantité limitée !,CN,lanniesdesign,3515,3.983783783783784,56cd27b048e91e13aa3986e4
5e9da39dc737cf255eddd4bf,New Women's Summer Causal Shorts Drawstring Short Pants Loose Short Pants,Pants,1.91,6,1000,1910.0,6000,1,3.45,141,49.0,29.0,24.0,14.0,25.0,34.75,20.57,17.02,9.93,17.73,0,0,0,0,orange,XS,1,Envio Padrão,1,0,38,50,0.0,N/A,CN,easymarket,557,4.123877917414721,5d3c419de4b65d4fb81e7286
5d1db3c0e2b5cc0f74e091af,Women Fashion Sleeveless Deep Neck Cross Spaghetti Strap Solid Color Tank Top Loose Blouse Beach Vest Top and Blouse Summer Casual T-shirts Plus Size,Vest,5.79,42,1000,5790.0,42000,0,3.32,121,36.0,24.0,23.0,19.0,19.0,29.75,19.83,19.01,15.7,15.7,0,0,0,0,red,S,50,Livraison standard,2,0,43,50,0.0,N/A,CN,Molesfashion,5083,3.9474719653747785,566eaa533a698c6442549a74
5cc2ce18bc97595b6549fa14,2019 Summer Women's Fashion New Sleeveless Polka Dot V-neck Strap Mini Backless Casual Top Dresses,Dress,2.0,2,20000,40000.0,40000,1,3.65,2457,984.0,481.0,459.0,206.0,327.0,40.05,19.58,18.68,8.38,13.31,0,0,0,0,yellow,S,1,Livraison standard,1,0,36,50,0.0,N/A,CN,Pentiumhorse,55499,4.138885385322258,5926c5ace8ff5525241b368d
5c85d47641ec3b55d4d14f79,Summer Fashion Flare Sleeve Plus Size T-shirt Off The Shoulder Cute Solid Color Top Long Sleeve Shirt,Shirts,11.0,81,1000,11000.0,81000,0,3.92,426,204.0,94.0,62.0,21.0,45.0,47.89,22.07,14.55,4.93,10.56,0,0,0,0,Black,S,50,Livraison standard,3,0,41,50,0.0,N/A,CN,Petha's boutique,39381,4.066326401056347,566012f6769a5629aefca555
5cd3e795ebe403118bbc0f89,New Summer Women's Fashion Sleeveless Polka Dot V-neck Dress Strap Mini Backless Party Dress Casual Top Dresses,Dress,11.0,10,10000,110000.0,100000,0,3.72,2058,840.0,435.0,386.0,158.0,239.0,40.82,21.14,18.76,7.68,11.61,0,0,0,0,red,L,50,Livraison standard,2,0,34,50,0.0,N/A,CN,2312hangm,6302,3.958425896540781,5b8beef49996c87b299cdbec
5b07a7c6e997b33c6f9947da,2018 New Fashion Women's Tops Sexy Strappy Sleeveless Lace Crop Tops,Shirts,5.0,25,100000,500000.0,2500000,1,3.83,17980,8290.0,3483.0,2951.0,1410.0,1846.0,46.11,19.37,16.41,7.84,10.27,0,0,0,0,white,S,50,Livraison standard,1,0,41,50,1.0,Quantité limitée !,CN,leiston,139223,3.933581376640354,5708773c3c02161b3f8c7900
5a8f82375e2ae101c8913122,5 Color Plus Size Summer New Women Fashion Ladies Casual Sleeveless Tops Summer Sexy Cutout Back Open Double Layer Tank Top(S-5XL),Shirts,9.0,9,20000,180000.0,180000,0,3.82,5479,2456.0,1162.0,853.0,431.0,577.0,44.83,21.21,15.57,7.87,10.53,0,0,0,0,blue,S,50,Livraison standard,3,0,43,50,0.0,N/A,CN,centper3,22089,4.081624337905745,59cdc2112351344fc0dfa54f
5cf648ce373ac2069fd6317d,S~5XL Zipper Vest Tee New V-neck Sleeveless Plus Size Slim Fit Tank Tops Summer Solid Color Casual Tops Blouses,Vest,7.0,7,1000,7000.0,7000,0,3.67,214,87.0,36.0,49.0,17.0,25.0,40.65,16.82,22.9,7.94,11.68,0,0,0,0,red,S,7,Livraison standard,2,0,41,50,1.0,Quantité limitée !,CN,chenqinq,3592,4.062360801781737,5ae296b6cd968d66be12d247
57416238fc6f7d5d698f3c9f,Top Swimsuit Sets Fashion Swimwear Women Bikini 2016 Sexy Padded,Swim and Beach Wear,11.0,10,5000,55000.0,50000,0,3.84,1183,506.0,274.0,216.0,81.0,106.0,42.77,23.16,18.26,6.85,8.96,0,0,0,0,green,S,50,Livraison standard,3,0,69,50,0.0,N/A,CN,uranus,23609,4.256597060443052,5576bb43de4a8c24953ae98f
5c244b73e6a1c618296f73db,Summer Women Fashion Vest Solid Color Women Sleeveless Cotton T-shirt Lace Up Hollow Sexy Slim Tank Tops Tee,Vest,5.0,6,20000,100000.0,120000,0,3.6,3552,1437.0,632.0,610.0,358.0,515.0,40.46,17.79,17.17,10.08,14.5,0,0,0,0,black,S,11,Livraison standard,2,0,41,50,0.0,N/A,CN,Oucho co. ltd.,12913,3.981336637497096,55ed5a3362e273427107759e
5e1056784fff5f26e6f1745d,Dew Design Women Summer Fashion Sexy V-Neck Vest Button Spaghetti Strap Tank Top Cotton Sleeveless Tank Top Solid Color Camisole Casual Loose Tops Holiday Beach Wear Plus Size S-5XL 5 Colors,Vest,11.0,26,1000,11000.0,26000,0,3.38,72,27.0,11.0,11.0,8.0,15.0,37.5,15.28,15.28,11.11,20.83,0,0,0,0,armygreen,S,2,Livraison standard,2,0,51,50,0.0,N/A,CN,huaxianglarou,4516,4.231842338352524,5ae93337d204cc177313f242
5d15731024c17f6b8b9bd97a,Summer Fashion Women Short Sleeve U-neck Slim T-shirt Casual Style Cotton Pullover Women Fashion Tee Plus Size Blouse Tops Tee,Shirts,7.0,6,5000,35000.0,30000,1,3.67,510,213.0,98.0,85.0,45.0,69.0,41.76,19.22,16.67,8.82,13.53,0,0,0,0,armygreen,M,50,Livraison standard,2,0,138,50,1.0,Quantité limitée !,CN,Pure Fashion,96838,4.264658501827795,5cb636dda7173671aedef051
5c63adf7edc5d6528e8b1ca3,New Ladies Fashion Summer Tank Tops Sexy Backless Shirts Summer Vest Tops,Vest,5.71,5,1000,5710.0,5000,0,3.75,678,290.0,145.0,104.0,61.0,78.0,42.77,21.39,15.34,9.0,11.5,0,0,0,0,black,XXS,19,Livraison standard,2,0,43,50,0.0,N/A,CN,sjhdstoer,80093,4.006692220293909,583138b06339b410ab9663ec
5bed2a42bdf0421a30e62c6c,2018 Summer Fashion Women Casual Camouflage Tank Top Sleeveless O-neck Vest,Vest,9.0,32,1000,9000.0,32000,0,4.15,567,323.0,116.0,58.0,28.0,42.0,56.97,20.46,10.23,4.94,7.41,0,0,0,0,armygreen,M,50,Livraison standard,3,0,41,50,0.0,N/A,CN,terbuer,9395,4.1100585417775415,575cfe470551415caa5505b5
5b5edbae1e222732845e655f,New Women Lace Crochet Bikini Cover Up Swimwear Bathing Suit Summer Swimwear,Swim and Beach Wear,9.0,9,1000,9000.0,9000,0,4.03,216,105.0,48.0,39.0,12.0,12.0,48.61,22.22,18.06,5.56,5.56,0,0,0,0,Unknown,M,5,Livraison standard,3,0,60,50,0.0,N/A,US,coaluss,4298,4.22940902745463,5a0fe8770a332a615df86c5e
5a4f2d8f5dcd0221008b2c36," Spring/Summer Fashion Women ""honey""Letter Print Sleeveless Shirt Sexy Embroidered Bodycon Vest Knitted Cotton Vest Casual Tank Top ",Vest,5.65,5,20000,113000.0,100000,0,4.29,2996,1781.0,628.0,374.0,104.0,109.0,59.45,20.96,12.48,3.47,3.64,1,0,1,0,white,S,50,Livraison standard,2,0,43,50,1.0,Quantité limitée !,CN,happyshoooping,40943,4.017487726839753,56c6f731bc435416ed5984d7
5e5e09065b03ef0b420f333f,2020 New Fashion Summer Women Sleeveless Black White Pink Scalloped Trim Deep V Neck Lace Vest Solid Slim Tank Tops Tee,Vest,1.74,2,100,174.0,200,1,4.25,12,7.0,3.0,1.0,0.0,1.0,58.33,25.0,8.33,0.0,8.33,0,0,0,0,pink,XS,50,Livraison standard,1,0,41,50,0.0,N/A,CN,Memo2,18138,3.831513948616165,58ba636a69ad29505a730852
5cc0049aca0c3b3d01a87964,4 Color Women's Fashion Casual Solid Color tops Sleeveless Sheath Summer Fashion Plus Size Brief Pullover Strapless Short Cotton Tunic Top Crop Top,Shirts,5.65,6,1000,5650.0,6000,0,4.06,301,156.0,70.0,34.0,18.0,23.0,51.83,23.26,11.3,5.98,7.64,0,0,0,0,white,XXL,50,Livraison standard,2,0,54,50,0.0,N/A,CN,meiximeiyo,7034,4.060278646573784,5adef3559d5e9767b3177472
5c9d920da94960780239d468,HODMEXI Fashion Love Graffiti Print Summer Dress Short Sleeve Party Dresses Plus Size Women Clothing Vestidos,Dress,14.0,76,100,1400.0,7600,0,4.06,31,17.0,4.0,6.0,3.0,1.0,54.84,12.9,19.35,9.68,3.23,0,0,0,0,Unknown,S,50,Livraison standard,4,0,36,50,1.0,Quantité limitée !,CN,HOT DRESS,51369,3.9682688002491777,539937d634067e06707b1a8e
5c9ee457c233fd74ef4c8a84,Sweet Beading Cami Tank Tops for Women Spaghetti Strap Summer Vest Tops,Vest,5.65,6,1000,5650.0,6000,1,4.37,217,137.0,42.0,24.0,9.0,5.0,63.13,19.35,11.06,4.15,2.3,1,0,1,0,black,XXS,10,Livraison standard,2,0,38,50,0.0,N/A,CN,New Fashion Shopping Park,44837,4.065905390637197,54d30f53dc8ce133f79b434d
5dc4488112f5e91a9d4bb52e,Summer Women Sling Dresses Casual Backless Dress Ladies Floral Printed Dress Swallowtail Dresses Slim Beach Dress,Dress,8.0,7,1000,8000.0,7000,0,3.81,443,215.0,76.0,65.0,29.0,58.0,48.53,17.16,14.67,6.55,13.09,0,0,0,0,khaki,S,4,Livraison standard,2,0,46,50,0.0,N/A,CN,Kallyett,3460,3.8708092485549135,5d49403060c79c113a908720
5b582d5ec4561c4f6b53feeb,Solid Color T-shirts Bandeau Yoga Vest Off Shoulder Women Strapless Bra Tube Crop Top,Vest,2.66,3,5000,13300.0,15000,0,3.44,1136,418.0,187.0,201.0,133.0,197.0,36.8,16.46,17.69,11.71,17.34,0,0,0,0,black,M,50,Livraison standard,1,0,22,50,0.0,N/A,CN,Faringoto,223392,4.3063628061882255,547bdd648edcfa5656cac810
5cae1d6c836ecb39e57e9e80,Women Fashion Vest Plus Size Loose Casual Pure Color Lace Sleeveless Camisole Summer Tank Tops,Vest,9.0,8,10000,90000.0,80000,0,3.8,1231,555.0,240.0,211.0,87.0,138.0,45.09,19.5,17.14,7.07,11.21,0,0,0,0,yellow,S,50,Standart Gönderi,3,0,45,50,0.0,N/A,CN,Sangboo Store,10600,3.8675471698113206,582833faea77701b456c786a
5b10cf0b7cc4492c87411045,Floral Print Cold Shoulder Ruffled Summer Short Sleeve Flowy Blouse Plus Size Sexy Tops,Shirts,11.0,10,1000,11000.0,10000,0,4.16,274,162.0,47.0,34.0,10.0,21.0,59.12,17.15,12.41,3.65,7.66,1,0,1,0,white,S,50,Livraison standard,3,0,31,50,0.0,N/A,CN,Lin Fashion Store,13946,4.000143410296859,559d33adc605853731afbf10
5eb4dcebdaa4b90940076979,Summer fashion female butterfly tank vest sleeveless round neck casual top,Vest,8.0,17,100,800.0,1700,1,2.75,8,2.0,0.0,3.0,0.0,3.0,25.0,0.0,37.5,0.0,37.5,0,0,0,0,blue,S,50,Livraison standard,3,0,40,50,0.0,N/A,CN,Unnistore,47981,4.025364206665138,5684eae9daaaee26a0fdadba
5c80e8a150c63d28c67b8f14,New Women Ladies Fashion Summer Skinny High Wasist Washed Short Jeans Pants,Pants,14.0,12,5000,70000.0,60000,1,4.06,643,365.0,109.0,73.0,33.0,63.0,56.77,16.95,11.35,5.13,9.8,0,0,0,0,navyblue,XXS,2,Livraison standard,3,0,43,50,0.0,N/A,CN,sjhdstoer,80093,4.006692220293909,583138b06339b410ab9663ec
5e7adc5458a95b3323a3c6eb,Women's Cotton Sleeveless Round Neck Shirt T-Shirt Loose Fit Pattern Print Sweatshirt,Shirts,5.8,8,100,580.0,800,1,3.83,6,3.0,1.0,1.0,0.0,1.0,50.0,16.67,16.67,0.0,16.67,0,0,0,0,armygreen,XS,1,Livraison standard,1,0,43,50,0.0,N/A,CN,Cuetaes,16741,3.920852995639448,55dc3dcd8950c811f73a48a4
5d2fd5a9af7a0c5b21369a05,5 Color Women's Fashion Summer Slim Sleeveless Camouflage Print Dress High Waist Lace Up Casual Pocket Mini Dresses Plus Size S-5XL,Dress,13.0,13,1000,13000.0,13000,0,4.16,138,82.0,27.0,10.0,7.0,12.0,59.42,19.57,7.25,5.07,8.7,1,0,1,0,pink,S,50,Livraison standard,3,0,41,50,1.0,Quantité limitée !,CN,Oucho co. ltd.,12913,3.981336637497096,55ed5a3362e273427107759e
556fbe8595528719e004fa27,Sexy Women Casual Striped T-shirt Long Tops Blouse Kaftan Beach Shirt Mini Dress,Dress,9.0,81,50000,450000.0,4050000,0,4.26,5359,3111.0,1172.0,650.0,204.0,222.0,58.05,21.87,12.13,3.81,4.14,1,0,1,0,black,L,50,Livraison standard,3,0,40,50,0.0,N/A,CN,Fashionshow68,59198,4.105054224804892,54bcaabb39b8c00b482a115f
5ea69521f5e1e65a3c70faa8,Women's Summer Fashion Spaghetti Strap Floral Print Tie Front Mini Dress Sexy Dress,Dress,7.0,68,10,70.0,680,0,1.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,50.0,50.0,0,0,0,0,white,S,50,Livraison standard,2,0,43,50,0.0,N/A,CN,wenj498,397,3.858942065491184,5d48eef4b5144c50c2ac0af3
5ea7e2d999ecf941204c42ee,NEW Red Bull Summer Mens Casual Shorts Pants Loose Cotton Movement Dry Quickly Fitness Shorts,Pants,12.0,14,100,1200.0,1400,1,3.79,24,11.0,6.0,2.0,1.0,4.0,45.83,25.0,8.33,4.17,16.67,0,0,0,0,black,S,50,Standardversand,3,0,22,50,0.0,N/A,CN,baijupingshop,196,4.020408163265306,5e5c7c2c77179e31406eece1
5e702eb03aa1f42076ffabc9,Summer New Women Fashion Let It ~ Bee Printed Casual Round Neck Graphic Tee Cute Short Sleeve Cotton T-shirts,Shirts,3.69,40,100,369.0,4000,0,3.53,59,22.0,11.0,12.0,4.0,10.0,37.29,18.64,20.34,6.78,16.95,0,0,0,0,grey,XS,2,Livraison standard,1,0,24,50,1.0,Quantité limitée !,CN,wuewi,10917,4.3648438215627,58501ac7b9e3474c9f4b2afd
57d3bc906cfeb9135f44ded5,New Fashion Women Ladies Crochet Kimono Tops Hollow Coat,Shirts,5.0,5,10000,50000.0,50000,1,3.82,3208,1467.0,607.0,558.0,241.0,335.0,45.73,18.92,17.39,7.51,10.44,1,1,0,0,white,Unknown,50,Livraison standard,1,0,63,50,1.0,Quantité limitée !,CN,Brittany,27055,4.151395305858436,56e6928521790d587623b3b4
5c136c3cb870cf4e458afee4,Women Spring and Summer Fashion Soild Color Vest Off Shoulder Bandage Vest Casual Low Cut Sport Wear Ladies Bodycon Sleeveless Tank Top,Vest,5.84,56,100,584.0,5600,0,3.28,36,11.0,4.0,11.0,4.0,6.0,30.56,11.11,30.56,11.11,16.67,0,0,0,0,armygreen,S,50,Livraison standard,1,0,43,50,0.0,N/A,CN,happyshoooping,40943,4.017487726839753,56c6f731bc435416ed5984d7
5e9a74e447f7d92c8db8d14b,Summer mens cool sport suit Sports Wear Casual Jogging Suits Short Sleeve Outfit Sets,Sports Wear,16.0,14,10,160.0,140,0,3.0,3,0.0,2.0,0.0,0.0,1.0,0.0,66.67,0.0,0.0,33.33,0,0,0,0,green,S.,2,Livraison standard,4,0,34,50,0.0,N/A,CN,qiaopiaduxiu,31,3.548387096774193,5e61c817039ce2184a0ed392
5af6bc9c13927d50370db58a,Fashion Women Jumpsuits Slit Bohemia Maxi Long Dress Womens Printed Dress Rose Boho Beach Shorts,Dress,13.0,50,1000,13000.0,50000,0,4.03,855,451.0,165.0,120.0,51.0,68.0,52.75,19.3,14.04,5.96,7.95,0,0,0,0,red & blue,S,50,Livraison standard,3,0,32,50,0.0,N/A,CN,Knights,9136,4.085704903677758,57108cd6a995b507211ef8fb
5d1573a55a16864c5de706ab,Plus Size Women's Fashion Loose Casual V neck long sleeve Floral print summer dress,Dress,9.0,8,10000,90000.0,80000,0,3.18,1783,535.0,289.0,344.0,189.0,426.0,30.01,16.21,19.29,10.6,23.89,0,0,0,0,white,S,50,Livraison standard,3,0,24,50,1.0,Quantité limitée !,CN,fengjinying,10474,3.908535421042582,5b160017daac45594728d9ba
5c9212fc8de79667e3c7ca59,"Summer Fashion New Women Letter Funny O-neck T-shirt "" I Only Look Up To You "" Love T-shirt / "" Don't Flatter Yourself "" Graphic Tee / March T-shirt",Shirts,7.0,6,100,700.0,600,0,3.8,61,28.0,11.0,12.0,2.0,8.0,45.9,18.03,19.67,3.28,13.11,0,0,0,0,black,S,50,Livraison standard,2,0,45,50,1.0,Quantité limitée !,CN,enjoy the sunshine,139607,4.216385997836785,59257409b674b15e8191b8de
5ea2877224b9643185e52b58,Women Fashion Summer V Neck Camisole Vest Solid Color Tops Sleeveless T-shirt Loose Casual Plus Size Tank Tops,Vest,11.0,20,100,1100.0,2000,0,3.43,14,5.0,3.0,2.0,1.0,3.0,35.71,21.43,14.29,7.14,21.43,0,0,0,0,white,S,50,Livraison standard,2,0,34,50,1.0,Quantité limitée !,CN,chentengying,3120,4.174679487179487,5b0e27596b9302238a10c3f8
5d806ae97c339c307264cf76,Women Fashion Swimwear Two Pieces Split Bikini Set Summer Printed Beach Bathing Swimsuits,Swim and Beach Wear,5.84,11,1000,5840.0,11000,0,4.19,307,171.0,71.0,35.0,12.0,18.0,55.7,23.13,11.4,3.91,5.86,0,0,0,0,blue,XXS,1,Livraison standard,1,0,40,50,0.0,N/A,CN,Get Trendy,10377,4.172785968969837,548142ac653d51041ac1174f
5ee717cbcb636e7b8b597fc3,Womens Fashion 3D Skull Print Cut Out Back Tank Top Summer Sleeveless Graphic Shirt Slim Fit Cotton Gothic Tee Tops Plus Size Vest,Vest,1.0,11,1000,1000.0,11000,1,3.8,5,3.0,0.0,1.0,0.0,1.0,60.0,0.0,20.0,0.0,20.0,0,0,0,0,blue,XXS,37,Livraison standard,1,0,41,50,0.0,N/A,CN,Flora boutique,8197,3.858118823959985,5684ca0f73c0e02989b91cad
5ebb9faea86f7a4d86e2f6fb,Women Loose Casual Printed V Neck Long Dress Plus Size Wave Point Dress Summer Dress,Dress,11.0,60,1000,11000.0,60000,1,3.38,37,15.0,3.0,9.0,1.0,9.0,40.54,8.11,24.32,2.7,24.32,0,0,0,0,white,s,49,Livraison standard,2,0,25,50,1.0,Quantité limitée !,CN,chengyongbo64,703,3.9601706970128014,5e5363458cd99e4035bcd1c8
5ceb62be9795ee4693f2cd00,NEW Women's Summer Floral Sleeveless Spaghetti Strap Backless Casual Dress Short Dress MINI Dress Party Dress Plus Size S-5XL,Dress,9.0,8,5000,45000.0,40000,1,4.03,889,464.0,178.0,126.0,52.0,69.0,52.19,20.02,14.17,5.85,7.76,0,0,0,0,blue & pink,L,50,Envío normal,3,0,33,50,0.0,N/A,CN,WOW BANG,16013,4.108849060138637,5c51b9b468178729c4213657
5af519e189a29b15fca1b13b,Women Sexy Lace Patchwork V-Neck Backless Summer Beach Mini Dress,Dress,6.0,56,1000,6000.0,56000,1,3.5,938,349.0,171.0,173.0,88.0,157.0,37.21,18.23,18.44,9.38,16.74,0,0,0,0,RED,choose a size,1,Livraison standard,2,0,28,50,0.0,N/A,CN,Nalin International,13309,3.876699977458863,55c89dc93a698c6010edccc4
5e81acbde187530740f207c6,New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,Dress,1.0,10,100,100.0,1000,0,3.56,52,22.0,8.0,9.0,3.0,10.0,42.31,15.38,17.31,5.77,19.23,0,0,0,0,white,XXS,2,Livraison standard,1,0,40,50,1.0,Quantité limitée !,Others,Maryswill,91631,3.83793694273772,5268759b736046671957190c
5c879aba202e6b38cd317164,Sexy Solid Ruffled Chiffon Sling Top Pure Color Women Summer Tank Top Plus Size,Shirts,9.0,8,5000,45000.0,40000,0,4.06,743,400.0,142.0,103.0,45.0,53.0,53.84,19.11,13.86,6.06,7.13,0,0,0,0,orange,S,50,Livraison standard,3,0,41,50,1.0,Quantité limitée !,CN,Fashion Trend Line,20681,3.9993714037038823,5660e53e769a564b3e3aeca0
5ed1b644b1e34008ce012d4b,Summer Women Sling Dress V-neck Floral Pleated Strap Casual Pocket Large Dress,Dress,6.0,6,100,600.0,600,0,4.0,8,5.0,0.0,1.0,2.0,0.0,62.5,0.0,12.5,25.0,0.0,0,0,0,0,white & green,XS,5,Livraison standard,2,0,23,50,0.0,N/A,CN,zhuangyuping1,127,3.874015748031496,5eb51ed929e7865dc268a561
5d52b1d7314eb61030644375,Zanzea S-5XL Summer Women Crew Neck Sleeveless Graffiti Printed Casual Loose Maxi Dress Robes ,Dress,11.0,68,1000,11000.0,68000,0,4.13,211,120.0,37.0,31.0,8.0,15.0,56.87,17.54,14.69,3.79,7.11,0,0,0,0,red,M,50,Livraison standard,2,0,40,50,0.0,N/A,CN,LeadTheFashion,11597,4.2152280762266106,5a4b4ab27dee4a057cca7429
5ebff6d34a4cf4438dba5d80,Women's Summer New Fashion Sports Shorts Solid Color Elastic Shorts Female Slim Fit Running Short Pants Gym Workout Elastic Casual Sports Short Pants,Pants,7.0,6,50,350.0,300,0,4.0,4,3.0,0.0,0.0,0.0,1.0,75.0,0.0,0.0,0.0,25.0,0,0,0,0,blue,XS,50,Livraison standard,2,0,139,50,1.0,Quantité limitée !,CN,caishuiwang,34,4.352941176470588,5d4bbed57ad242352a46d910
5eba6ecb9a9e129fb97b5dfd,Women s New Fashion Solid Color Pants Loose Casual Trousers Wide Leg Pants,Pants,5.0,38,50,250.0,1900,1,5.0,2,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0,0,khaki,XS,17,Livraison standard,1,0,33,50,0.0,N/A,CN,zufanqiudinli,9,3.6666666666666665,5e4b6a0c57cc9b0b53e499a4
